h,k,l,heldout_fold,Fo2,sigma,heldout_predicted_Fc2
5,1,7,1,90.13664205,2.714583302,99.06295825
5,1,8,1,64.09744204,3.013573448,47.84236988
5,1,9,4,98.25856617,3.948212045,98.84464056
5,1,10,3,8.226577976,1.622460987,6.097040958
5,1,11,1,44.56945731,4.591545857,43.27301372
5,2,0,1,178.6240514,7.003235091,163.4883621
5,2,1,3,37.55401113,1.369470929,38.68753884
5,2,2,2,196.0087113,5.89120161,202.6065235
5,2,3,0,33.02616128,1.912831287,23.02494044
5,2,4,3,181.5528186,4.212176915,186.1265159
5,2,5,4,62.31036018,2.151458421,71.80054079
5,2,6,1,15.10699826,1.663373013,16.05035054
5,2,7,4,16.3010741,1.733592832,23.30152559
5,2,8,3,65.04318456,4.171943249,71.41048828
5,2,9,1,28.61193415,2.594935652,26.00493562
5,2,10,4,133.2550337,5.673446017,140.0494653
5,2,11,2,49.32861587,8.305834069,47.56131693
5,3,0,1,71.70295247,2.669988822,77.83626697
5,3,1,3,40.92611733,1.490085828,38.2466823
5,3,2,0,36.33929965,1.894428429,22.73744274
5,3,3,3,68.38587468,2.546622325,80.03622192
5,3,4,4,69.36887895,2.364541906,48.76491564
5,3,5,3,65.342456,2.832562018,72.27991011
5,3,6,2,42.90710891,2.269043211,51.12328752
5,3,7,2,112.8663345,3.98061258,104.8551668
5,3,8,4,186.8645588,6.032376025,149.2274969
5,3,9,1,0.2353422559,1.57103181,1.261491633
5,3,10,3,101.2663926,12.22787208,91.58756929
5,4,0,4,32.53094584,2.259667478,26.80886759
5,4,1,4,23.92556135,1.410983366,16.79860338
5,4,2,0,4.113819947,0.7921617822,4.758108184
5,4,3,1,162.0749613,10.44824914,147.3445482
5,4,4,1,37.85801992,2.635556933,35.49243361
5,4,5,2,80.42356165,6.817533889,79.84229918
5,4,6,0,16.03057579,2.244103232,18.08233443
5,4,7,4,31.21754998,3.087796671,29.61528015
5,4,8,4,32.83357628,4.900261046,32.56658012
5,5,0,4,1.100439467,2.326083368,0.3491445629
5,5,1,2,158.6370962,10.76863554,182.8448476
5,5,2,3,24.78042993,5.196065322,8.736394249
5,5,3,2,11.97677184,1.947151036,17.85541592
5,5,4,3,46.913997,4.033528577,41.08595228
5,5,5,2,48.43255161,5.458610904,53.99955204
5,6,6,1,24.08894416,5.326659428,28.15493989
6,0,0,1,0.842237495,1.850063621,0.2626579072
6,0,1,2,111.0272344,4.531121614,57.69649342
6,0,2,0,20.91710158,1.914910837,18.394082
6,0,3,2,1.881664563,0.9405421726,5.11210239
6,0,4,0,24.9852775,2.304161721,25.09440905
6,0,5,1,83.56141304,6.304496739,66.14138694
6,0,6,3,14.01914691,3.85218884,12.78017661
6,0,7,4,137.3827004,8.978066479,115.3270628
6,0,8,4,26.44153595,9.207831497,47.19368372
6,0,9,0,12.52653757,4.1820411,9.746290677
6,1,0,0,1.753196627,1.175794014,0.03885644245
6,1,1,1,1.341049951,0.8201232446,2.68905741
6,1,2,3,8.850769301,1.260201586,9.00900331
6,1,3,3,13.5309829,2.357212029,20.22682078
6,1,4,1,18.38654079,2.017511594,19.66755059
6,1,5,4,12.56796128,2.285469627,8.62997276
6,1,6,4,24.50031097,2.90497776,50.20496385
6,1,7,3,9.066500671,3.533620908,10.35431432
6,1,8,0,10.74445927,4.342663595,15.09677044
6,1,9,2,7.97231258,4.101356483,12.69620738
6,1,10,4,-3.575090127,3.299587625,9.107832319
6,2,0,0,92.83380046,6.073949903,84.4779949
6,2,1,0,88.37871702,4.740482447,68.18320749
6,2,2,0,3.968037173,1.162089368,6.609462522
6,2,3,0,0.6942233537,1.189621893,3.10821337
6,2,4,1,22.49144229,2.284366605,22.55885647
6,2,5,1,94.06337839,5.047043003,77.54314297
6,2,6,4,1.308372313,1.526873608,3.422229076
6,2,7,0,72.88683204,5.778818319,47.47814113
6,2,8,2,-2.972930604,2.826607242,1.299685133
6,2,9,4,-0.6254283667,3.10119,0.0645959708
6,3,0,0,3.367183439,3.893733863,2.362686683
6,3,1,0,-1.439201449,2.616243199,6.203738096
6,3,2,4,45.27705731,3.628319549,62.42677333
6,3,3,4,3.074783062,1.812168481,6.474382041
6,3,4,4,12.09389065,3.566909778,7.574931512
6,3,5,3,20.54396604,3.439966668,29.98886099
6,3,6,4,18.69510137,3.273699122,26.40557743
6,3,7,3,42.09214923,7.363334856,21.51116987
6,3,8,2,9.574589602,4.624672723,15.23716236
6,4,0,2,-6.083433483,3.70168635,3.824304644
6,4,1,2,82.82334153,9.25715568,62.06149967
6,4,2,0,16.38942887,3.821428753,18.05225435
6,4,3,4,36.69353968,5.228548497,24.66495462
6,4,4,2,12.42920387,4.717750787,13.61997484
6,4,5,1,132.4243932,13.4814902,92.34199218
6,4,6,1,38.70179592,7.824746641,39.935912
7,0,1,2,78.79855828,4.431753823,81.80842915
7,0,2,3,567.9580307,22.31479419,558.4392794
7,0,3,4,-2.228368842,3.713386373,4.932894657
7,0,4,4,23.06742326,6.051793962,33.83853331
7,0,5,3,35.73686555,7.078823718,25.7823317
7,1,0,1,280.9467618,11.46305946,242.8212214
7,1,1,3,26.56177567,2.515164898,38.11655446
7,1,2,1,73.39766685,3.941009482,56.16102269
7,1,3,0,88.47390962,11.2691452,89.30997361
7,1,4,4,148.8277482,8.352598789,109.9057762
7,1,5,0,35.23885612,5.329522701,33.73367742
7,2,0,0,-0.9694608431,1.914698485,2.591200855
7,2,1,3,39.11191898,3.430905885,45.16030731
7,2,2,4,10.76459157,3.079783779,7.302358256
7,2,3,4,19.01795143,3.044168857,30.66884492
7,2,4,2,106.2136029,12.51332653,97.24297757
7,2,6,3,22.95313165,5.533300953,18.66446618
7,2,7,0,73.67014856,9.542616726,107.6142322
7,3,0,3,5.083869595,5.552384188,6.185035767
7,3,1,0,1.836332633,1.586384772,0.2759126318
7,3,2,3,128.1060163,8.936007515,96.27881976
7,3,3,1,28.46071646,3.375785031,19.50348842
7,3,4,3,5.001457603,7.004522041,17.52319145
7,3,5,0,23.43319195,5.800482171,35.3836237
7,3,6,4,7.563084415,4.414526727,4.20566975
7,4,1,2,5.369525687,4.030949155,18.20080327
7,4,2,1,5.783127296,3.532049632,2.51738746
8,0,0,0,16.96920298,5.308814679,15.7657427
8,0,1,3,9.62066842,4.682431891,3.232191634
8,1,0,0,9.612059776,3.709500442,1.494740669
8,1,1,4,32.30404372,6.45404057,4.900273846
