run,h,k,l,x,y,omega,theta,counts,nframes,omega_width
2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,9.082426778242677301e+01,3.276108786610878383e+02,1.745641562064156105e+01,8.690312499999999218e+00,7.170000000000000000e+02,3.000000000000000000e+00,3.032839511316335335e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,1.163656126482213438e+02,4.576136363636363740e+02,1.695158102766798436e+01,8.690312499999999218e+00,1.012000000000000000e+03,2.000000000000000000e+00,2.452663921500691235e-01
2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,4.850981723237597976e+02,4.832438642297649949e+02,1.750013054830287373e+01,8.690312499999999218e+00,1.915000000000000000e+03,3.000000000000000000e+00,3.024594290061702329e-01
2.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,5.687788944723617988e+02,1.702127303182579681e+02,1.753056951423785748e+01,8.690312499999999218e+00,5.970000000000000000e+02,2.000000000000000000e+00,2.481239706260995881e-01
2.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,6.487999999999999545e+02,2.962852713178294835e+02,1.764999999999999858e+01,8.690312499999999218e+00,6.450000000000000000e+02,2.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,2.358269230769230660e+02,4.817091346153846416e+02,1.775240384615384670e+01,8.690312499999999218e+00,4.160000000000000000e+02,3.000000000000000000e+00,2.273255679226622861e-01
2.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,2.520142295450290248e+02,5.058833551769331507e+02,1.774073207264557084e+01,8.690312499999999218e+00,5.341000000000000000e+03,5.000000000000000000e+00,3.477240946255248377e-01
2.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,8.322368421052631504e+01,5.878245614035088238e+02,1.762500000000000000e+01,8.690312499999999218e+00,2.280000000000000000e+02,2.000000000000000000e+00,2.165063509461096491e-01
2.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,6.653973063973063518e+02,3.190875420875420900e+02,1.862205387205387197e+01,8.690312499999999218e+00,2.970000000000000000e+02,2.000000000000000000e+00,2.181807789807732600e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,1.324243070362473418e+02,4.809680170575692841e+02,1.835767590618337053e+01,8.690312499999999218e+00,4.690000000000000000e+02,2.000000000000000000e+00,2.055330930027443881e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,4.000000000000000000e+00,2.127987804878048905e+02,6.110487804878048337e+02,1.879115853658536750e+01,8.690312499999999218e+00,3.280000000000000000e+02,3.000000000000000000e+00,3.228793843176900880e-01
2.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,5.515416666666666288e+02,1.402738095238095184e+02,1.899702380952381020e+01,8.690312499999999218e+00,3.360000000000000000e+02,2.000000000000000000e+00,2.499822839527822138e-01
2.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-1.100000000000000000e+01,2.946666666666666501e+01,1.044000000000000057e+02,1.965980392156862777e+01,8.690312499999999218e+00,2.550000000000000000e+02,2.000000000000000000e+00,1.922568767334161266e-01
2.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,4.590450606585788478e+02,1.190658578856152445e+02,2.025303292894280816e+01,8.690312499999999218e+00,1.154000000000000000e+03,3.000000000000000000e+00,3.090761444053359286e-01
2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-9.000000000000000000e+00,1.153714759535655077e+02,1.717645107794361650e+02,2.022014925373134275e+01,8.690312499999999218e+00,6.030000000000000000e+02,3.000000000000000000e+00,2.373243841147870403e-01
2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,1.966704260651628999e+02,3.328947368421052602e+02,2.026315789473684248e+01,8.690312499999999218e+00,7.980000000000000000e+02,3.000000000000000000e+00,2.227978902083279367e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,-5.000000000000000000e+00,2.733628318584070627e+01,3.959528023598820141e+02,1.992699115044247904e+01,8.690312499999999218e+00,3.390000000000000000e+02,2.000000000000000000e+00,2.391018776301999382e-01
2.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,5.685941422594141841e+02,4.923221757322175449e+02,2.015794979079498006e+01,8.690312499999999218e+00,2.390000000000000000e+02,2.000000000000000000e+00,1.937830322495298907e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,1.952935022026431682e+02,5.822466960352422802e+02,2.020980176211453738e+01,8.690312499999999218e+00,1.816000000000000000e+03,3.000000000000000000e+00,2.665920597851842988e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,1.636260683760683889e+02,5.295491452991452661e+02,2.033333333333333215e+01,8.690312499999999218e+00,4.680000000000000000e+02,2.000000000000000000e+00,1.863389981249824745e-01
2.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.792337349397590458e+02,5.552096385542168946e+02,2.060361445783132694e+01,8.690312499999999218e+00,1.660000000000000000e+03,3.000000000000000000e+00,2.636951430452785239e-01
2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-6.000000000000000000e+00,2.029057971014492807e+02,2.490579710144927503e+02,2.141123188405797251e+01,8.690312499999999218e+00,2.760000000000000000e+02,2.000000000000000000e+00,2.337096951179015447e-01
2.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,6.349090909090908781e+02,4.802727272727272521e+02,2.175000000000000000e+01,8.690312499999999218e+00,1.870000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,6.234816753926701267e+02,1.214240837696335120e+02,2.250654450261779971e+01,8.690312499999999218e+00,1.910000000000000000e+02,2.000000000000000000e+00,2.499143242903167361e-01
2.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,-9.000000000000000000e+00,3.213781512605041968e+01,2.151983193277310988e+02,2.283403361344537785e+01,8.690312499999999218e+00,5.950000000000000000e+02,3.000000000000000000e+00,2.666263533777455397e-01
2.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,-7.000000000000000000e+00,1.128507462686567209e+02,2.670186567164179223e+02,2.233955223880597174e+01,8.690312499999999218e+00,2.680000000000000000e+02,2.000000000000000000e+00,1.917198892338078942e-01
2.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.000000000000000000e+00,2.246729461015175389e+02,1.820486656200941979e+02,2.390436944008372677e+01,8.690312499999999218e+00,1.911000000000000000e+03,5.000000000000000000e+00,3.908697751793693276e-01
2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,2.126166866387058008e+02,3.555554224086279191e+02,2.469263031755542315e+01,8.690312499999999218e+00,6.676000000000000000e+03,5.000000000000000000e+00,2.533559685463157574e-01
2.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,5.108445678033306763e+02,7.027835051546391298e+01,2.483723235527359208e+01,8.690312499999999218e+00,1.261000000000000000e+03,3.000000000000000000e+00,2.972307302322109712e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,6.149373433583959780e+01,4.435939849624060116e+02,2.437531328320801904e+01,8.690312499999999218e+00,3.990000000000000000e+02,2.000000000000000000e+00,2.166869231302078203e-01
2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.100000000000000000e+01,5.195296803652968265e+02,6.761917808219178596e+02,2.513584474885844600e+01,8.690312499999999218e+00,2.190000000000000000e+02,2.000000000000000000e+00,2.098718756946373887e-01
2.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.344322709163346872e+02,1.552410358565737170e+02,2.532470119521912366e+01,8.690312499999999218e+00,5.020000000000000000e+02,2.000000000000000000e+00,1.782423323523235070e-01
2.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+00,-6.000000000000000000e+00,5.042359249329759052e+01,3.341295799821269270e+02,2.614142091152815084e+01,8.690312499999999218e+00,1.119000000000000000e+03,2.000000000000000000e+00,2.061555863481441819e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,4.347087227414330073e+02,5.244314641744548453e+02,2.636526479750778762e+01,8.690312499999999218e+00,6.420000000000000000e+02,3.000000000000000000e+00,2.926152487078567677e-01
2.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-9.000000000000000000e+00,1.487589403973509832e+02,1.276039735099337804e+02,2.681357615894039625e+01,8.690312499999999218e+00,7.550000000000000000e+02,3.000000000000000000e+00,2.685461085395510761e-01
2.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,3.773561643835616337e+02,1.309422700587084023e+02,2.769275929549902315e+01,8.690312499999999218e+00,1.022000000000000000e+03,5.000000000000000000e+00,5.344322469700538702e-01
2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,2.181456671982987814e+02,2.737841573631047254e+02,2.811496544391281205e+01,8.690312499999999218e+00,1.881000000000000000e+03,4.000000000000000000e+00,2.981434871737116965e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.217816646562123424e+02,3.147334137515078396e+02,2.776749095295536662e+01,8.690312499999999218e+00,8.290000000000000000e+02,3.000000000000000000e+00,1.995059675806669652e-01
2.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,6.022236842105263577e+02,3.251535087719298076e+02,2.741228070175438702e+01,8.690312499999999218e+00,2.280000000000000000e+02,2.000000000000000000e+00,2.341053709663599436e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.382524590163934590e+02,3.375114754098360663e+02,2.750081967213114709e+01,8.690312499999999218e+00,3.050000000000000000e+02,2.000000000000000000e+00,2.499986562715836302e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,5.546348122866894528e+02,3.597747440273037682e+02,2.764419795221843046e+01,8.690312499999999218e+00,2.930000000000000000e+02,2.000000000000000000e+00,2.042227964160988618e-01
2.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.300000000000000000e+01,6.133787878787878753e+02,6.929696969696969973e+02,2.750505050505050519e+01,8.690312499999999218e+00,1.980000000000000000e+02,2.000000000000000000e+00,2.499489795913054369e-01
2.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.533131462333825539e+02,2.552097488921713477e+02,2.833197932053175805e+01,8.690312499999999218e+00,6.770000000000000000e+02,2.000000000000000000e+00,1.851190192039440241e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.053535087719297962e+02,2.912070175438596493e+02,2.877631578947368496e+01,8.690312499999999218e+00,1.140000000000000000e+03,3.000000000000000000e+00,1.969293361459969194e-01
2.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,6.360326530612244369e+02,3.697755102040816269e+02,2.862142857142857011e+01,8.690312499999999218e+00,2.450000000000000000e+02,2.000000000000000000e+00,2.185294077254050782e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,9.209941520467836540e+01,4.911637426900584842e+02,2.840009746588694028e+01,8.690312499999999218e+00,5.130000000000000000e+02,2.000000000000000000e+00,2.291712976744443853e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.199477124183006254e+02,2.410163398692810404e+02,2.901797385620914937e+01,8.690312499999999218e+00,9.180000000000000000e+02,2.000000000000000000e+00,2.493530438815070582e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,6.362668810289388830e+02,2.650932475884244468e+02,2.875000000000000000e+01,8.690312499999999218e+00,3.110000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.885841924398625906e+02,4.040996563573883122e+02,2.900257731958762975e+01,8.690312499999999218e+00,2.910000000000000000e+02,2.000000000000000000e+00,2.499867144944771247e-01
2.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,6.649085457271364703e+02,2.212893553223388210e+01,2.942391304347826164e+01,8.690312499999999218e+00,6.670000000000000000e+02,2.000000000000000000e+00,2.381402423935504997e-01
2.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.368053949903660396e+02,2.299932562620423937e+02,2.974132947976878683e+01,8.690312499999999218e+00,1.038000000000000000e+03,3.000000000000000000e+00,1.873195093207762341e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,6.871933534743202472e+02,3.341782477341389495e+02,2.965181268882175303e+01,8.690312499999999218e+00,3.310000000000000000e+02,2.000000000000000000e+00,1.986275598015285748e-01
2.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+00,-5.000000000000000000e+00,6.731707317073170316e+01,3.586991869918699081e+02,2.932560975609755971e+01,8.690312499999999218e+00,6.150000000000000000e+02,2.000000000000000000e+00,1.791313563607662418e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,5.095838003056546199e+02,3.941342333163525495e+02,3.025152827305145209e+01,8.690312499999999218e+00,3.926000000000000000e+03,4.000000000000000000e+00,2.176559876881126454e-01
2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,5.572013888888889142e+02,5.839340277777778283e+02,2.946701388888888928e+01,8.690312499999999218e+00,2.880000000000000000e+02,2.000000000000000000e+00,2.478142781878506506e-01
2.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,4.834245142002989724e+02,2.750373692077727839e+01,3.031726457399103225e+01,8.690312499999999218e+00,6.690000000000000000e+02,3.000000000000000000e+00,3.347647014500276241e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.036650943396226694e+02,2.159292452830188722e+02,2.975000000000000000e+01,8.690312499999999218e+00,2.120000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,1.128070175438596578e+01,4.541307814992025556e+02,3.021331738437001491e+01,8.690312499999999218e+00,6.270000000000000000e+02,2.000000000000000000e+00,1.303675324823434512e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.060557553956834482e+02,5.156870503597122024e+02,3.016187050359712174e+01,8.690312499999999218e+00,5.560000000000000000e+02,2.000000000000000000e+00,1.905201828290483679e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.928228021978022184e+02,3.717678571428571672e+02,3.042651098901098905e+01,8.690312499999999218e+00,7.280000000000000000e+02,2.000000000000000000e+00,2.389547347592363979e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.871980519480518979e+02,1.892711038961039094e+02,3.103327922077922096e+01,8.690312499999999218e+00,6.160000000000000000e+02,2.000000000000000000e+00,2.477750864480282589e-01
2.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,-7.000000000000000000e+00,6.813823529411766344e+01,2.719764705882353155e+02,3.118382352941176450e+01,8.690312499999999218e+00,3.400000000000000000e+02,2.000000000000000000e+00,1.694370385559251790e-01
2.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,-5.000000000000000000e+00,1.452933857236411370e+02,3.163850687622789906e+02,3.123984937786509519e+01,8.690312499999999218e+00,1.527000000000000000e+03,3.000000000000000000e+00,2.008375803928170167e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.761925951086956275e+02,3.491895380434782510e+02,3.120991847826087096e+01,8.690312499999999218e+00,2.944000000000000000e+03,3.000000000000000000e+00,1.661488132272233575e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,7.000000000000000000e+00,2.076771397616467993e+02,7.283726977248104504e+02,3.118770314192849469e+01,8.690312499999999218e+00,9.230000000000000000e+02,3.000000000000000000e+00,3.343270446190267919e-01
2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-7.000000000000000000e+00,1.463052208835341332e+02,2.295475234270415115e+02,3.155990629183400387e+01,8.690312499999999218e+00,7.470000000000000000e+02,2.000000000000000000e+00,2.427163698614069609e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,5.436687898089171540e+02,4.386656050955414230e+02,3.162659235668789748e+01,8.690312499999999218e+00,6.280000000000000000e+02,2.000000000000000000e+00,2.155791623237366117e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,6.243720379146919868e+02,4.493104265402843680e+02,3.140521327014218045e+01,8.690312499999999218e+00,4.220000000000000000e+02,2.000000000000000000e+00,2.313341216570972414e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,1.196146341463414586e+02,5.408634146341463520e+02,3.169308943089430741e+01,8.690312499999999218e+00,6.150000000000000000e+02,2.000000000000000000e+00,1.587969510945090312e-01
2.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.197174163783159884e+02,2.032064590542099154e+02,3.199221453287197292e+01,8.690312499999999218e+00,8.670000000000000000e+02,2.000000000000000000e+00,2.498787435969662407e-01
2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,1.701549730146491868e+02,4.432313030069390720e+02,3.290304548959136355e+01,8.690312499999999218e+00,1.297000000000000000e+03,3.000000000000000000e+00,2.683087186024974979e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,5.611513647642680098e+02,4.613672456575682190e+02,3.268176178660049658e+01,8.690312499999999218e+00,4.030000000000000000e+02,2.000000000000000000e+00,1.716468844220472578e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.702545454545454504e+02,1.607345454545454686e+02,3.298636363636363455e+01,8.690312499999999218e+00,2.750000000000000000e+02,2.000000000000000000e+00,2.496278221408360087e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.595473372781065109e+02,3.259822485207100726e+02,3.301775147928994159e+01,8.690312499999999218e+00,3.380000000000000000e+02,2.000000000000000000e+00,2.493689735773454430e-01
2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-9.000000000000000000e+00,1.759748743718593005e+02,7.644974874371858675e+01,3.380904522613065666e+01,8.690312499999999218e+00,3.980000000000000000e+02,3.000000000000000000e+00,3.262488074871047194e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.714582470669427039e+02,2.411884057971014386e+02,3.370445134575569313e+01,8.690312499999999218e+00,1.449000000000000000e+03,3.000000000000000000e+00,2.051675220180123327e-01
2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,2.323670241493711899e+02,2.974862279145127673e+02,3.585963660211403692e+01,8.690312499999999218e+00,1.296100000000000000e+04,8.000000000000000000e+00,4.368284589732385204e-01
2.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,1.731009316770186217e+02,6.555015527950311025e+02,3.429503105590062262e+01,8.690312499999999218e+00,6.440000000000000000e+02,3.000000000000000000e+00,2.721381276598600074e-01
2.000000000000000000e+00,3.000000000000000000e+00,-4.000000000000000000e+00,-1.000000000000000000e+00,4.003778337531485931e+01,5.035340050377834018e+02,3.435201511335012725e+01,8.690312499999999218e+00,3.970000000000000000e+02,2.000000000000000000e+00,2.014955913245347618e-01
2.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-7.000000000000000000e+00,2.531238390092879342e+02,1.360503095975232100e+02,3.602708978328173117e+01,8.690312499999999218e+00,1.292000000000000000e+03,5.000000000000000000e+00,4.900731745333207212e-01
2.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+00,-5.000000000000000000e+00,1.502242152466367742e+01,3.657488789237668243e+02,3.475000000000000000e+01,8.690312499999999218e+00,2.230000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.426633081444164475e+02,4.003610411418975445e+02,3.519416456759026346e+01,8.690312499999999218e+00,1.191000000000000000e+03,2.000000000000000000e+00,1.574805406788001849e-01
2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+01,4.310654843110504544e+02,7.077148703956344207e+02,3.547305593451569194e+01,8.690312499999999218e+00,7.330000000000000000e+02,4.000000000000000000e+00,4.000006048881593612e-01
2.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,5.518501135503406658e+02,1.298902346707040181e+02,3.575189250567751742e+01,8.690312499999999218e+00,1.321000000000000000e+03,3.000000000000000000e+00,2.144395168478152869e-01
2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.428074604541540111e+02,3.020523954131351161e+02,3.617276662285274114e+01,8.690312499999999218e+00,2.206300000000000000e+04,4.000000000000000000e+00,2.021834228820124091e-01
2.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,9.755443886097152983e+01,4.055829145728642970e+02,3.576340033500837734e+01,8.690312499999999218e+00,5.970000000000000000e+02,3.000000000000000000e+00,2.062377241458489829e-01
2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,-6.000000000000000000e+00,1.603750153543790589e+02,2.556037341849895483e+02,3.762679646235105935e+01,8.690312499999999218e+00,8.141000000000000000e+03,6.000000000000000000e+00,3.259498703600458569e-01
2.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,1.600417287630402257e+02,3.398658718330849524e+02,3.609202682563338271e+01,8.690312499999999218e+00,6.710000000000000000e+02,2.000000000000000000e+00,2.324458288802853934e-01
2.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+01,9.916571428571428726e+01,3.963428571428571701e+01,3.646285714285714619e+01,8.690312499999999218e+00,3.500000000000000000e+02,2.000000000000000000e+00,2.472254197352393990e-01
2.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,-9.000000000000000000e+00,8.992307692307691980e+01,1.308760683760683889e+02,3.685968660968661226e+01,8.690312499999999218e+00,7.020000000000000000e+02,3.000000000000000000e+00,2.800440824429214492e-01
2.000000000000000000e+00,1.000000000000000000e+00,-4.000000000000000000e+00,-7.000000000000000000e+00,1.218181818181818166e+01,2.759823232323232105e+02,3.642045454545454675e+01,8.690312499999999218e+00,3.960000000000000000e+02,2.000000000000000000e+00,2.370074274387978519e-01
2.000000000000000000e+00,-7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.015750000000000455e+02,8.278214285714285836e+01,3.690535714285714164e+01,8.690312499999999218e+00,2.800000000000000000e+02,2.000000000000000000e+00,2.313930197560780666e-01
2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,4.837080142930066131e+02,4.521168963757019128e+02,3.766271056661562255e+01,8.690312499999999218e+00,1.959000000000000000e+03,3.000000000000000000e+00,2.248855495780474889e-01
2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,4.668851894374282665e+02,4.294523536165327187e+02,3.790786452353616198e+01,8.690312499999999218e+00,8.710000000000000000e+02,3.000000000000000000e+00,2.805268702454540852e-01
2.000000000000000000e+00,2.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,3.008741258741258662e+01,3.903636363636363740e+02,3.775000000000000000e+01,8.690312499999999218e+00,2.860000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.500260821309656194e+02,4.071903440621531445e+02,3.864594894561598437e+01,8.690312499999999218e+00,1.802000000000000000e+03,3.000000000000000000e+00,2.433812264058441976e-01
2.000000000000000000e+00,3.000000000000000000e+00,-4.000000000000000000e+00,1.000000000000000000e+00,6.504225352112676717e+01,5.548802816901408050e+02,3.791197183098591239e+01,8.690312499999999218e+00,4.260000000000000000e+02,2.000000000000000000e+00,2.339894045892415564e-01
2.000000000000000000e+00,-3.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,4.531071428571428328e+02,2.137644376899696113e+02,3.842439209726443750e+01,8.690312499999999218e+00,1.316000000000000000e+03,2.000000000000000000e+00,2.382927716988699485e-01
2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,5.178078975453574913e+02,4.984183564567769622e+02,3.871211312700106788e+01,8.690312499999999218e+00,9.370000000000000000e+02,2.000000000000000000e+00,1.323178799476061873e-01
2.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,1.105533333333333275e+02,4.287500000000000000e+02,3.875000000000000000e+01,8.690312499999999218e+00,3.000000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,1.961570247933884161e+02,4.902198347107437826e+02,3.875000000000000000e+01,8.690312499999999218e+00,6.050000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.418362480127186132e+02,2.581542130365659773e+02,-5.512718600953895320e-01,-7.987187500000000107e+00,6.290000000000000000e+02,2.000000000000000000e+00,2.446859136982731942e-01
3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-6.000000000000000000e+00,6.573962848297212531e+02,2.596965944272445768e+02,-5.000000000000000000e-01,-7.987187500000000107e+00,6.460000000000000000e+02,2.000000000000000000e+00,2.500000000000000000e-01
3.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,6.021893471176537105e+02,3.816878300932689285e+02,1.427407573884706127e-01,-7.987187500000000107e+00,8.899000000000000000e+03,4.000000000000000000e+00,2.892172115417650513e-01
