h,k,l,heldout_fold,Fo2,sigma,heldout_predicted_Fc2
5,1,7,1,90.13664205,2.714583302,91.58171456
5,1,8,1,64.09744204,3.013573448,62.2448948
5,1,9,4,98.25856617,3.948212045,87.34169891
5,1,10,3,8.226577976,1.622460987,7.668904496
5,1,11,1,44.56945731,4.591545857,38.5123673
5,2,0,1,178.6240514,7.003235091,171.1835708
5,2,1,3,37.55401113,1.369470929,44.23849825
5,2,2,2,196.0087113,5.89120161,212.2451378
5,2,3,0,33.02616128,1.912831287,27.00514688
5,2,4,3,181.5528186,4.212176915,172.9015066
5,2,5,4,62.31036018,2.151458421,66.53517684
5,2,6,1,15.10699826,1.663373013,14.4245311
5,2,7,4,16.3010741,1.733592832,15.19456771
5,2,8,3,65.04318456,4.171943249,61.57733547
5,2,9,1,28.61193415,2.594935652,24.2495198
5,2,10,4,133.2550337,5.673446017,132.801457
5,2,11,2,49.32861587,8.305834069,44.40280712
5,3,0,1,71.70295247,2.669988822,76.67679203
5,3,1,3,40.92611733,1.490085828,36.74037191
5,3,2,0,36.33929965,1.894428429,38.58710371
5,3,3,3,68.38587468,2.546622325,75.33587612
5,3,4,4,69.36887895,2.364541906,69.90069004
5,3,5,3,65.342456,2.832562018,66.28549054
5,3,6,2,42.90710891,2.269043211,45.28971263
5,3,7,2,112.8663345,3.98061258,112.1679847
5,3,8,4,186.8645588,6.032376025,176.5748557
5,3,9,1,0.2353422559,1.57103181,1.43974804
5,3,10,3,101.2663926,12.22787208,106.5045315
5,4,0,4,32.53094584,2.259667478,33.49005037
5,4,1,4,23.92556135,1.410983366,20.57889512
5,4,2,0,4.113819947,0.7921617822,3.065699154
5,4,3,1,162.0749613,10.44824914,156.5695757
5,4,4,1,37.85801992,2.635556933,38.10425609
5,4,5,2,80.42356165,6.817533889,74.57760714
5,4,6,0,16.03057579,2.244103232,15.12821349
5,4,7,4,31.21754998,3.087796671,36.38100671
5,4,8,4,32.83357628,4.900261046,40.368077
5,5,0,4,1.100439467,2.326083368,1.2399174
5,5,1,2,158.6370962,10.76863554,171.6566123
5,5,2,3,24.78042993,5.196065322,23.59170555
5,5,3,2,11.97677184,1.947151036,15.36438651
5,5,4,3,46.913997,4.033528577,55.53261579
5,5,5,2,48.43255161,5.458610904,53.83339682
5,6,6,1,24.08894416,5.326659428,28.09618388
6,0,0,1,0.842237495,1.850063621,0.4708348877
6,0,1,2,111.0272344,4.531121614,93.95104888
6,0,2,0,20.91710158,1.914910837,19.38360706
6,0,3,2,1.881664563,0.9405421726,2.575031343
6,0,4,0,24.9852775,2.304161721,22.72606924
6,0,5,1,83.56141304,6.304496739,82.82742369
6,0,6,3,14.01914691,3.85218884,15.22632485
6,0,7,4,137.3827004,8.978066479,146.1733282
6,0,8,4,26.44153595,9.207831497,35.55409868
6,0,9,0,12.52653757,4.1820411,12.95780665
6,1,0,0,1.753196627,1.175794014,1.430421745
6,1,1,1,1.341049951,0.8201232446,0.4327759338
6,1,2,3,8.850769301,1.260201586,9.304871494
6,1,3,3,13.5309829,2.357212029,16.09826885
6,1,4,1,18.38654079,2.017511594,22.57628563
6,1,5,4,12.56796128,2.285469627,12.67617397
6,1,6,4,24.50031097,2.90497776,26.77605948
6,1,7,3,9.066500671,3.533620908,7.835898374
6,1,8,0,10.74445927,4.342663595,10.57761248
6,1,9,2,7.97231258,4.101356483,10.64017574
6,1,10,4,-3.575090127,3.299587625,2.012484244
6,2,0,0,92.83380046,6.073949903,90.50590564
6,2,1,0,88.37871702,4.740482447,97.08166069
6,2,2,0,3.968037173,1.162089368,4.86742473
6,2,3,0,0.6942233537,1.189621893,1.485469701
6,2,4,1,22.49144229,2.284366605,23.74807286
6,2,5,1,94.06337839,5.047043003,92.59654014
6,2,6,4,1.308372313,1.526873608,0.9230730576
6,2,7,0,72.88683204,5.778818319,65.1783675
6,2,8,2,-2.972930604,2.826607242,0.08275301577
6,2,9,4,-0.6254283667,3.10119,2.545013748
6,3,0,0,3.367183439,3.893733863,0.01578533839
6,3,1,0,-1.439201449,2.616243199,3.959222955
6,3,2,4,45.27705731,3.628319549,47.67988883
6,3,3,4,3.074783062,1.812168481,5.434517689
6,3,4,4,12.09389065,3.566909778,8.629275234
6,3,5,3,20.54396604,3.439966668,22.77837444
6,3,6,4,18.69510137,3.273699122,15.92809056
6,3,7,3,42.09214923,7.363334856,32.74747297
6,3,8,2,9.574589602,4.624672723,15.29005621
6,4,0,2,-6.083433483,3.70168635,0.5108665626
6,4,1,2,82.82334153,9.25715568,76.99935139
6,4,2,0,16.38942887,3.821428753,19.3252785
6,4,3,4,36.69353968,5.228548497,24.55999464
6,4,4,2,12.42920387,4.717750787,8.110661082
6,4,5,1,132.4243932,13.4814902,112.4352549
6,4,6,1,38.70179592,7.824746641,40.4496676
7,0,1,2,78.79855828,4.431753823,68.03642175
7,0,2,3,567.9580307,22.31479419,536.4164704
7,0,3,4,-2.228368842,3.713386373,0.1301771406
7,0,4,4,23.06742326,6.051793962,14.91780412
7,0,5,3,35.73686555,7.078823718,27.34538384
7,1,0,1,280.9467618,11.46305946,242.203587
7,1,1,3,26.56177567,2.515164898,29.39799826
7,1,2,1,73.39766685,3.941009482,63.44351394
7,1,3,0,88.47390962,11.2691452,81.876057
7,1,4,4,148.8277482,8.352598789,127.2102685
7,1,5,0,35.23885612,5.329522701,28.78391452
7,2,0,0,-0.9694608431,1.914698485,3.445084633
7,2,1,3,39.11191898,3.430905885,46.39708914
7,2,2,4,10.76459157,3.079783779,10.89797509
7,2,3,4,19.01795143,3.044168857,15.96413135
7,2,4,2,106.2136029,12.51332653,121.0914548
7,2,6,3,22.95313165,5.533300953,25.63816269
7,2,7,0,73.67014856,9.542616726,80.7926435
7,3,0,3,5.083869595,5.552384188,5.386791446
7,3,1,0,1.836332633,1.586384772,0.7996019668
7,3,2,3,128.1060163,8.936007515,125.4767271
7,3,3,1,28.46071646,3.375785031,27.81461079
7,3,4,3,5.001457603,7.004522041,11.99809643
7,3,5,0,23.43319195,5.800482171,27.80045791
7,3,6,4,7.563084415,4.414526727,9.298142678
7,4,1,2,5.369525687,4.030949155,10.05261819
7,4,2,1,5.783127296,3.532049632,7.868882165
8,0,0,0,16.96920298,5.308814679,19.1414285
8,0,1,3,9.62066842,4.682431891,1.234216459
8,1,0,0,9.612059776,3.709500442,6.916987111
8,1,1,4,32.30404372,6.45404057,22.96847651
