row_zero_based,run,h,k,l,omega,x,y,module,flags_1_edge_2_short_4_lowL_8_shadow_16_invalid_32_symmetry_outlier
1304,2,-6,-1,7,16.020903,764.68612,334.28127,1,0
1305,2,-6,-1,8,17.549544,784.35083,357.96188,1,0
1306,2,-6,0,-4,29.863768,563.56736,9.117828,1,0
1307,2,-6,0,-3,26.463494,586.34945,51.230838,1,0
1308,2,-6,0,-2,24.102697,605.86606,88.187122,1,0
1309,2,-6,0,-1,22.500135,623.51671,121.3909,1,0
1310,2,-6,0,0,21.480653,640.13174,151.76975,1,0
1311,2,-6,0,1,20.926206,656.24938,179.98606,1,0
1312,2,-6,0,2,20.752774,672.24527,206.54254,1,0
1313,2,-6,0,3,20.898168,688.40083,231.8414,1,0
1314,2,-6,0,4,21.315038,704.94304,256.22084,1,0
1315,2,-6,0,5,21.966602,722.06972,279.97948,1,0
1316,2,-6,0,6,22.823902,739.96738,303.39449,1,0
1317,2,-6,0,7,23.863977,758.82534,326.73627,1,0
1318,2,-6,0,8,25.068603,778.84842,350.28208,1,0
1319,2,-6,1,-3,41.37443,583.92871,38.267359,1,19
1320,2,-6,1,-2,37.896464,605.00752,76.55041,1,1
1321,2,-6,1,-1,35.358134,623.79083,110.71749,1,0
1322,2,-6,1,0,33.535166,641.27172,141.81939,1,0
1323,2,-6,1,1,32.278594,658.07882,170.58921,1,0
1324,2,-6,1,2,31.483427,674.6429,197.57347,1,0
1325,2,-6,1,3,31.072495,691.28146,223.20295,1,0
1326,2,-6,1,4,30.987321,708.24665,247.8351,1,0
1327,2,-6,1,5,31.182605,725.75486,271.78184,1,0
1328,2,-6,1,6,31.622705,744.00713,295.32944,1,0
1329,2,-6,1,7,32.279308,763.20481,318.75444,1,0
1330,2,-6,1,8,33.129828,783.56335,342.3379,1,0
1331,2,-6,2,-1,47.940442,637.6602,98.712707,1,19
1332,2,-6,2,0,45.482786,655.13879,130.53287,1,19
1333,2,-6,2,1,43.640559,671.95926,159.8938,1,19
1334,2,-6,2,2,42.304844,688.55897,187.37086,1,19
1335,2,-6,2,3,41.394387,705.26202,213.41578,1,19
1336,2,-6,2,4,40.84682,722.32731,238.40174,1,19
1337,2,-6,2,5,40.613272,739.97857,262.65277,1,19
1338,2,-6,2,6,40.654884,758.42504,286.46484,1,19
1339,2,-6,2,7,40.94046,777.8777,310.12262,1,19
1340,2,-5,-4,3,-16.222321,728.67491,299.83741,1,19
1341,2,-5,-4,4,-14.151509,740.53176,323.34599,1,19
1342,2,-5,-4,5,-11.967482,753.56343,346.79221,1,19
1343,2,-5,-4,6,-9.6798721,767.87116,370.42199,1,19
1344,2,-5,-4,7,-7.2965312,783.58005,394.49921,1,1
1345,2,-5,-3,0,-15.830686,656.16582,221.15264,1,19
1346,2,-5,-3,1,-14.294368,666.64291,246.23404,1,19
1347,2,-5,-3,2,-12.592701,677.84103,270.42242,1,19
1348,2,-5,-3,3,-10.745586,689.84484,293.97589,1,19
1349,2,-5,-3,4,-8.7696513,702.73648,317.13405,1,19
1350,2,-5,-3,5,-6.6786821,716.60266,340.12912,1,1
1351,2,-5,-3,6,-4.4839456,731.54134,363.19594,1,0
1352,2,-5,-3,7,-2.1944405,747.66857,386.58217,1,0
1353,2,-5,-3,8,0.18290985,765.1262,410.5597,1,0
1354,2,-5,-3,9,2.6431156,784.09152,435.4384,1,0
1355,2,-5,-2,-6,-7.6266224,542.83051,16.880854,1,3
1356,2,-5,-2,-5,-8.9126518,558.83997,58.681976,1,19
1357,2,-5,-2,-4,-9.5007494,572.68288,95.614362,1,19
1358,2,-5,-2,-3,-9.5609178,585.36889,128.91422,1,19
1359,2,-5,-2,-2,-9.2045827,597.50796,159.42578,1,19
1360,2,-5,-2,-1,-8.5103072,609.4932,187.76267,1,19
1361,2,-5,-2,0,-7.5363595,621.59176,214.39402,1,3
1362,2,-5,-2,1,-6.3274915,633.99503,239.69498,1,1
1363,2,-5,-2,2,-4.9188847,646.84857,263.97856,1,0
1364,2,-5,-2,3,-3.3385969,660.27141,287.5173,1,0
1365,2,-5,-2,4,-1.6091637,674.36937,310.55885,1,0
1366,2,-5,-2,5,0.25130312,689.24498,333.33829,1,0
1367,2,-5,-2,6,2.2283336,705.00572,356.08867,1,0
1368,2,-5,-2,7,4.3105279,721.77154,379.05119,1,0
1369,2,-5,-2,8,6.4891327,739.68267,402.48599,1,0
1370,2,-5,-2,9,8.7577294,758.9086,426.68471,1,0
1371,2,-5,-2,10,11.112013,779.65934,451.98647,1,0
1372,2,-5,-1,-5,7.9047181,514.58176,43.810444,1,0
1373,2,-5,-1,-4,5.4942702,534.85483,83.406224,1,0
1374,2,-5,-1,-3,4.0811321,552.19817,118.45976,1,0
1375,2,-5,-1,-2,3.3771804,567.91071,150.17913,1,0
1376,2,-5,-1,-1,3.2078026,582.74379,179.36554,1,0
1377,2,-5,-1,0,3.4572974,597.17074,206.59462,1,0
1378,2,-5,-1,1,4.0442267,611.51054,232.3061,1,0
1379,2,-5,-1,2,4.9088121,625.99221,256.85394,1,0
1380,2,-5,-1,3,6.0058778,640.79164,280.53707,1,0
1381,2,-5,-1,4,7.3006101,656.05455,303.62003,1,0
1382,2,-5,-1,5,8.7658622,671.91193,326.34799,1,0
1383,2,-5,-1,6,10.380361,688.49141,348.9588,1,0
1384,2,-5,-1,7,12.127475,705.92673,371.69386,1,0
1385,2,-5,-1,8,13.994341,724.36654,394.80898,1,0
1386,2,-5,-1,9,15.971243,743.98368,418.58665,1,0
1387,2,-5,-1,10,18.051172,764.98625,443.35095,1,0
1388,2,-5,-1,11,20.229526,787.63177,469.48716,1,0
1389,2,-5,0,-5,30.311061,483.47074,27.167158,1,0
1390,2,-5,0,-4,24.844378,510.85306,70.049702,1,0
1391,2,-5,0,-3,21.301061,532.71854,107.10211,1,0
1392,2,-5,0,-2,18.9846,551.61946,140.14871,1,0
1393,2,-5,0,-1,17.531121,568.84477,170.25881,1,0
1394,2,-5,0,0,16.721917,585.14169,198.1457,1,0
1395,2,-5,0,1,16.413502,600.9853,224.32748,1,0
1396,2,-5,0,2,16.505994,616.70101,249.20588,1,0
1397,2,-5,0,3,16.926911,632.52796,273.11024,1,0
1398,2,-5,0,4,17.622077,648.65532,296.32484,1,0
1399,2,-5,0,5,18.550155,665.24496,319.10747,1,0
1400,2,-5,0,6,19.679182,682.44708,341.70353,1,0
1401,2,-5,0,7,20.984278,700.41204,364.358,1,0
1402,2,-5,0,8,22.446077,719.30069,387.32679,1,0
1403,2,-5,0,9,24.049639,739.29459,410.88912,1,0
1404,2,-5,0,10,25.783678,760.60748,435.36211,1,0
1405,2,-5,0,11,27.64003,783.49955,461.11962,1,0
1406,2,-5,1,-4,45.227474,507.3244,57.434292,1,19
1407,2,-5,1,-3,39.646622,531.4271,95.970254,1,3
1408,2,-5,1,-2,35.722738,551.81497,130.03034,1,0
1409,2,-5,1,-1,32.947525,570.10886,160.87294,1,0
1410,2,-5,1,0,31.022008,587.21471,189.30634,1,0
1411,2,-5,1,1,29.752577,603.69516,215.90283,1,0
1412,2,-5,1,2,29.005645,619.92897,241.09761,1,0
1413,2,-5,1,3,28.68486,636.1904,265.2418,1,0
1414,2,-5,1,4,28.718473,652.69318,288.6343,1,0
1415,2,-5,1,5,29.051818,669.61739,311.54284,1,0
1416,2,-5,1,6,29.642563,687.12737,334.2195,1,0
1417,2,-5,1,7,30.457599,705.38515,356.91352,1,0
1418,2,-5,1,8,31.470908,724.56173,379.88317,1,0
1419,2,-5,1,9,32.66209,744.84806,403.40835,1,0
1420,2,-5,1,10,34.015315,766.46717,427.80531,1,0
1421,2,-5,1,11,35.51858,789.68912,453.44538,1,0
1422,2,-5,2,-1,47.584749,586.64704,151.12256,1,19
1423,2,-5,2,0,44.844688,603.36098,179.95459,1,19
1424,2,-5,2,1,42.819751,619.53598,206.89343,1,19
1425,2,-5,2,2,41.375748,635.53427,232.3835,1,19
1426,2,-5,2,3,40.412995,651.62233,256.78402,1,19
1427,2,-5,2,4,39.855427,668.01112,280.40068,1,3
1428,2,-5,2,5,39.643864,684.88108,303.50692,1,3
1429,2,-5,2,6,39.731622,702.39928,326.35976,1,3
1430,2,-5,2,7,40.081542,720.73258,349.21285,1,19
1431,2,-5,2,8,40.663916,740.05901,372.32869,1,19
1432,2,-5,2,9,41.455009,760.57919,395.99155,1,19
1433,2,-5,2,10,42.435994,782.52909,420.52258,1,19
1434,2,-4,-5,7,-16.914147,778.03052,439.75952,1,19
1435,2,-4,-4,6,-15.918175,717.8989,406.5303,1,19
1436,2,-4,-4,7,-13.051994,732.12842,430.27947,1,19
1437,2,-4,-4,8,-10.1126,747.73826,454.88857,1,19
1438,2,-4,-4,9,-7.1044114,764.86996,480.68916,1,1
1439,2,-4,-4,10,-4.0297915,783.71133,508.08281,1,0
1440,2,-4,-3,4,-15.814537,654.17271,353.64701,1,19
1441,2,-4,-3,5,-13.13969,667.05428,376.09024,1,19
1442,2,-4,-3,6,-10.389478,680.94363,398.74362,1,19
1443,2,-4,-3,7,-7.5721803,695.91143,421.83957,1,3
1444,2,-4,-3,8,-4.6936658,712.05099,445.63873,1,0
1445,2,-4,-3,9,-1.7575671,729.48516,470.44281,1,0
1446,2,-4,-3,10,1.2345867,748.37541,496.61174,1,0
1447,2,-4,-3,11,4.2832951,768.9343,524.58732,1,0
1448,2,-4,-3,12,7.3910817,791.44328,554.92731,1,0
1449,2,-4,-2,0,-16.739836,574.14147,254.43111,1,19
1450,2,-4,-2,1,-14.74519,585.71097,278.41677,1,19
1451,2,-4,-2,2,-12.600797,597.86226,301.64599,1,19
1452,2,-4,-2,3,-10.331749,610.65276,324.34234,1,19
1453,2,-4,-2,4,-7.9578879,624.13528,346.71742,1,3
1454,2,-4,-2,5,-5.4946847,638.36497,368.97977,1,0
1455,2,-4,-2,6,-2.9539283,653.40506,391.34301,1,0
1456,2,-4,-2,7,-0.34427684,669.33211,414.03426,1,0
1457,2,-4,-2,8,2.3283112,686.24153,437.30367,1,0
1458,2,-4,-2,9,5.0602464,704.25388,461.4361,1,0
1459,2,-4,-2,10,7.8500715,723.52284,486.76622,1,0
1460,2,-4,-2,11,10.698313,744.24592,513.69919,1,0
1461,2,-4,-2,12,13.607425,766.67963,542.7399,1,0
1462,2,-4,-2,13,16.581826,791.16146,574.53586,1,0
1463,2,-4,-1,-6,-0.7945845,448.33403,57.316849,1,0
1464,2,-4,-1,-5,-3.7967447,470.27407,97.365385,1,0
1465,2,-4,-1,-4,-5.2854313,488.12366,132.56065,1,0
1466,2,-4,-1,-3,-5.8203882,503.87738,164.32304,1,1
1467,2,-4,-1,-2,-5.6927161,518.53766,193.51254,1,0
1468,2,-4,-1,-1,-5.0776978,532.67429,220.71735,1,0
1469,2,-4,-1,0,-4.0907809,546.63762,246.3739,1,0
1470,2,-4,-1,1,-2.8125268,560.65706,270.82694,1,0
1471,2,-4,-1,2,-1.301309,574.89273,294.36381,1,0
1472,2,-4,-1,3,0.39955197,589.46511,317.23594,1,0
1473,2,-4,-1,4,2.2574586,604.47342,339.6736,1,0
1474,2,-4,-1,5,4.247746,620.00782,361.89718,1,0
1475,2,-4,-1,6,6.3517999,636.15824,384.12666,1,0
1476,2,-4,-1,7,8.5557453,653.0215,406.59073,1,0
1477,2,-4,-1,8,10.849516,670.70783,429.53637,1,0
1478,2,-4,-1,9,13.22619,689.34771,453.24019,1,0
1479,2,-4,-1,10,15.681528,709.09988,478.02263,1,0
1480,2,-4,-1,11,18.21366,730.16166,504.26696,1,0
1481,2,-4,-1,12,20.822915,752.78306,532.44571,1,0
1482,2,-4,-1,13,23.511768,777.28692,563.15901,1,0
1483,2,-4,0,-5,27.056622,431.39461,80.252816,1,0
1484,2,-4,0,-4,20.245626,459.07789,119.1184,1,0
1485,2,-4,0,-3,16.285778,480.82568,153.02665,1,0
1486,2,-4,0,-2,13.944615,499.63243,183.61181,1,0
1487,2,-4,0,-1,12.659593,516.84534,211.7726,1,0
1488,2,-4,0,0,12.119575,533.19309,238.0992,1,0
1489,2,-4,0,1,12.132308,549.11583,263.02251,1,0
1490,2,-4,0,2,12.570199,564.90263,286.88208,1,0
1491,2,-4,0,3,13.344353,580.75848,309.9625,1,0
1492,2,-4,0,4,14.390726,596.841,332.51555,1,0
1493,2,-4,0,5,15.662105,613.28229,354.77546,1,0
1494,2,-4,0,6,17.123183,630.20332,376.97052,1,0
1495,2,-4,0,7,18.747384,647.72434,399.33344,1,0
1496,2,-4,0,8,20.514745,665.97345,422.11156,1,0
1497,2,-4,0,9,22.410465,685.09475,445.57827,1,0
1498,2,-4,0,10,24.423902,705.25713,470.04693,1,0
1499,2,-4,0,11,26.547899,726.66504,495.88914,1,0
1500,2,-4,0,12,28.778328,749.57266,523.55974,1,0
1501,2,-4,0,13,31.113836,774.3038,553.63279,1,0
1502,2,-4,1,-4,47.651598,457.27897,108.10179,1,19
1503,2,-4,1,-3,40.262765,481.28742,143.20248,1,19
1504,2,-4,1,-2,35.330381,501.5278,174.5759,1,0
1505,2,-4,1,-1,31.985731,519.73568,203.29319,1,0
1506,2,-4,1,0,29.755222,536.8129,230.02587,1,0
1507,2,-4,1,1,28.348392,553.29215,255.24977,1,0
1508,2,-4,1,2,27.573367,569.51811,279.33158,1,0
1509,2,-4,1,3,27.296822,585.73217,302.57317,1,0
1510,2,-4,1,4,27.422715,602.11726,325.23767,1,0
1511,2,-4,1,5,27.880045,618.82412,347.56668,1,0
1512,2,-4,1,6,28.615351,635.98813,369.7932,1,0
1513,2,-4,1,7,29.587897,653.74123,392.15253,1,0
1514,2,-4,1,8,30.766465,672.22155,414.89293,1,0
1515,2,-4,1,9,32.127163,691.58233,438.28718,1,0
1516,2,-4,1,10,33.651899,712.00141,462.64654,1,0
1517,2,-4,1,11,35.327321,733.69255,488.33876,1,0
1518,2,-4,1,12,37.144084,756.92035,515.81277,1,0
1519,2,-4,1,13,39.096382,782.02092,545.63391,1,1
1520,2,-4,2,0,46.064137,556.88674,222.0681,1,19
1521,2,-4,2,1,43.658522,572.5566,247.41323,1,19
1522,2,-4,2,2,41.958463,588.12827,271.61584,1,19
1523,2,-4,2,3,40.832186,603.81262,294.97394,1,19
1524,2,-4,2,4,40.180208,619.77489,317.74917,1,19
1525,2,-4,2,5,39.926083,636.15571,340.18285,1,3
1526,2,-4,2,6,40.010308,653.08529,362.50837,1,19
1527,2,-4,2,7,40.386169,670.69409,384.96192,1,19
1528,2,-4,2,8,41.016836,689.12186,407.79307,1,19
1529,2,-4,2,9,41.873278,708.52656,431.27652,1,19
1530,2,-4,2,10,42.932771,729.09408,455.72615,1,19
1531,2,-4,2,11,44.177808,751.05043,481.51347,1,19
1532,2,-4,2,12,45.595333,774.67781,509.09284,1,19
1533,2,-3,-5,9,-16.001907,763.20029,528.97213,1,19
1534,2,-3,-5,10,-12.459717,780.32002,558.699,1,19
1535,2,-3,-4,8,-15.432263,701.48569,490.01826,1,19
1536,2,-3,-4,9,-11.869571,716.95854,516.21028,1,19
1537,2,-3,-4,10,-8.2597584,733.92229,544.15526,1,19
1538,2,-3,-4,11,-4.6023394,752.55338,574.37364,1,0
1539,2,-3,-4,12,-0.89396511,773.09441,607.53699,1,0
1540,2,-3,-3,6,-16.57079,635.61114,433.17915,1,19
1541,2,-3,-3,7,-13.07185,649.51348,456.38544,1,19
1542,2,-3,-3,8,-9.5499741,664.49325,480.42516,1,19
1543,2,-3,-3,9,-6.0069595,680.62204,505.60578,1,1
1544,2,-3,-3,10,-2.4418211,698.00465,532.29892,1,0
1545,2,-3,-3,11,1.1489949,716.78774,560.96511,1,0
1546,2,-3,-3,12,4.7715209,737.17254,592.18991,1,0
1547,2,-3,-3,13,8.4343247,759.43358,626.73817,1,0
1548,2,-3,-3,14,12.148754,783.94767,665.63816,1,0
1549,2,-3,-2,4,-14.881508,577.77008,381.14904,1,19
1550,2,-3,-2,5,-11.580117,591.41626,403.27635,1,19
1551,2,-3,-2,6,-8.2690131,605.8553,425.6273,1,19
1552,2,-3,-2,7,-4.9510439,621.11451,448.42471,1,0
1553,2,-3,-2,8,-1.6261871,637.24235,471.91978,1,0
1554,2,-3,-2,9,1.7079445,654.31209,496.40347,1,0
1555,2,-3,-2,10,5.0557614,672.4267,522.22196,1,0
1556,2,-3,-2,11,8.4235065,691.72588,549.79822,1,0
1557,2,-3,-2,12,11.819209,712.39641,579.66294,1,0
1558,2,-3,-2,13,15.252789,734.68749,612.50039,1,0
1559,2,-3,-2,14,18.736325,758.9344,649.21868,1,0
1560,2,-3,-2,15,22.284548,785.59563,691.06118,1,0
1561,2,-3,-1,-1,-15.51131,485.06467,257.99425,1,19
1562,2,-3,-1,0,-13.226321,498.4151,282.66858,1,19
1563,2,-3,-1,1,-10.791112,512.10273,306.38755,1,19
1564,2,-3,-1,2,-8.2462637,526.17579,329.38367,1,19
1565,2,-3,-1,3,-5.6199252,540.66971,351.87197,1,0
1566,2,-3,-1,4,-2.9313788,555.61756,374.0591,1,0
1567,2,-3,-1,5,-0.19346453,571.05645,396.15094,1,0
1568,2,-3,-1,6,2.5857473,587.03205,418.35979,1,0
1569,2,-3,-1,7,5.4017948,603.60211,440.91203,1,0
1570,2,-3,-1,8,8.2530259,620.83991,464.05696,1,0
1571,2,-3,-1,9,11.140062,638.83824,488.07791,1,0
1572,2,-3,-1,10,14.065464,657.71445,513.30673,1,0
1573,2,-3,-1,11,17.033556,677.61737,540.14353,1,0
1574,2,-3,-1,12,20.050389,698.7371,569.08473,1,0
1575,2,-3,-1,13,23.123842,721.31932,600.76392,1,0
1576,2,-3,-1,14,26.263874,745.68676,636.01379,1,0
1577,2,-3,-1,15,29.482962,772.27251,675.96311,1,0
1578,2,-3,0,-3,11.240654,428.80199,192.94045,1,0
1579,2,-3,0,-2,8.7798404,447.97808,222.01722,1,0
1580,2,-3,0,-1,7.7539329,465.55159,249.00523,1,0
1581,2,-3,0,0,7.6317971,482.30167,274.42316,1,0
1582,2,-3,0,1,8.1241193,498.64913,298.64602,1,0
1583,2,-3,0,2,9.056429,514.84857,321.97346,1,0
1584,2,-3,0,3,10.316418,531.0702,344.66272,1,0
1585,2,-3,0,4,11.828575,547.44012,366.94761,1,0
1586,2,-3,0,5,13.540649,564.06229,389.05132,1,0
1587,2,-3,0,6,15.415857,581.03182,411.19654,1,0
1588,2,-3,0,7,17.42815,598.44383,433.61474,1,0
1589,2,-3,0,8,19.559209,616.40031,456.55594,1,0
1590,2,-3,0,9,21.796501,635.01635,480.29998,1,0
1591,2,-3,0,10,24.131992,654.42669,505.17084,1,0
1592,2,-3,0,11,26.561323,674.79373,531.55557,1,0
1593,2,-3,0,12,29.083299,696.31792,559.93071,1,0
1594,2,-3,0,13,31.699642,719.25244,590.90054,1,0
1595,2,-3,0,14,34.414967,743.92457,625.25435,1,0
1596,2,-3,0,15,37.236986,770.76841,664.05563,1,0
1597,2,-3,1,-3,45.813305,432.78201,184.24446,1,19
1598,2,-3,1,-2,38.412599,453.12349,213.86652,1,1
1599,2,-3,1,-1,33.681171,471.43795,241.2209,1,0
1600,2,-3,1,0,30.661448,488.6849,266.89352,1,0
1601,2,-3,1,1,28.819377,505.37773,291.29443,1,0
1602,2,-3,1,2,27.827717,521.82578,314.74353,1,0
1603,2,-3,1,3,27.473048,538.2346,337.51029,1,0
1604,2,-3,1,4,27.609901,554.75453,359.83596,1,0
1605,2,-3,1,5,28.135889,571.50703,381.94803,1,0
1606,2,-3,1,6,28.977251,588.60043,404.07131,1,0
1607,2,-3,1,7,30.079992,606.14043,426.43771,1,0
1608,2,-3,1,8,31.404242,624.23805,449.29621,1,0
1609,2,-3,1,9,32.920533,643.01665,472.9242,1,0
1610,2,-3,1,10,34.607316,662.61921,497.64163,1,0
1611,2,-3,1,11,36.449276,683.21699,523.82958,1,0
1612,2,-3,1,12,38.436206,705.02069,551.95614,1,1
1613,2,-3,1,13,40.562301,728.29599,582.61353,1,19
1614,2,-3,1,14,42.825778,753.38618,616.57373,1,19
1615,2,-3,1,15,45.2288,780.7467,654.87476,1,19
1616,2,-3,2,1,47.024884,530.2595,284.25512,1,19
1617,2,-3,2,2,44.801094,545.33897,307.64225,1,19
1618,2,-3,2,3,43.30636,560.62659,330.3829,1,19
1619,2,-3,2,4,42.401587,576.22715,352.70639,1,19
1620,2,-3,2,5,41.981199,592.23234,374.83239,1,19
1621,2,-3,2,6,41.964273,608.73079,396.98046,1,19
1622,2,-3,2,7,42.288335,625.81546,419.37901,1,19
1623,2,-3,2,8,42.904972,643.59004,442.27482,1,19
1624,2,-3,2,9,43.776676,662.17518,465.94421,1,19
1625,2,-3,2,10,44.87457,681.7157,490.70709,1,19
1626,2,-3,2,11,46.176776,702.38955,516.94571,1,19
1627,2,-3,2,12,47.667251,724.41987,545.13071,1,19
1628,2,-2,-5,10,-16.790469,737.03574,597.76314,1,19
1629,2,-2,-5,11,-12.608376,753.69965,631.8013,1,19
1630,2,-2,-5,12,-8.3536159,772.32376,669.77269,1,19
1631,2,-2,-5,13,-4.0193774,793.22497,712.90647,1,0
1632,2,-2,-4,9,-16.560568,674.20009,553.42741,1,19
1633,2,-2,-4,10,-12.279529,689.2737,582.56273,1,19
1634,2,-2,-4,11,-7.971938,705.77552,614.27039,1,3
1635,2,-2,-4,12,-3.6326466,723.85972,649.29982,1,0
1636,2,-2,-4,13,0.74800727,743.74665,688.65693,1,0
1637,2,-2,-4,14,5.1846488,765.7488,733.73409,1,0
1638,2,-2,-3,8,-14.413328,620.79969,516.51095,1,19
1639,2,-2,-3,9,-10.074665,635.56249,542.57969,1,19
1640,2,-2,-3,10,-5.7628417,651.42165,570.38259,1,1
1641,2,-2,-3,11,-1.4696449,668.4547,600.42769,1,0
1642,2,-2,-3,12,2.8167213,686.78124,633.36885,1,0
1643,2,-2,-3,13,7.1115548,706.57416,670.07024,1,0
1644,2,-2,-3,14,11.433953,728.07714,711.70817,1,0
1645,2,-2,-3,15,15.807594,751.63264,759.93881,1,0
1646,2,-2,-2,6,-13.848798,560.97222,460.52993,1,19
1647,2,-2,-2,7,-9.5338955,575.50979,483.8279,1,19
1648,2,-2,-2,8,-5.309956,590.84828,507.97403,1,0
1649,2,-2,-2,9,-1.1622959,607.00329,533.28036,1,0
1650,2,-2,-2,10,2.9255266,624.02021,560.12398,1,0
1651,2,-2,-2,11,6.9712671,641.97686,588.97144,1,0
1652,2,-2,-2,12,10.993921,660.98832,620.41488,1,0
1653,2,-2,-2,13,15.013967,681.21531,655.22633,1,0
1654,2,-2,-2,14,19.053934,702.87759,694.44243,1,0
1655,2,-2,-2,15,23.139349,726.27562,739.50154,1,0
1656,2,-2,-1,2,-16.735273,478.74305,363.70825,1,19
1657,2,-2,-1,3,-12.513323,493.10323,386.1767,1,19
1658,2,-2,-1,4,-8.470792,508.03167,408.46466,1,19
1659,2,-2,-1,5,-4.5762522,523.47132,430.77087,1,0
1660,2,-2,-1,6,-0.80128625,539.39852,453.30909,1,0
1661,2,-2,-1,7,2.8794876,555.81736,476.31399,1,0
1662,2,-2,-1,8,6.4888169,572.75634,500.04944,1,0
1663,2,-2,-1,9,10.047378,590.26697,524.8201,1,0
1664,2,-2,-1,10,13.574386,608.4244,550.98733,1,0
1665,2,-2,-1,11,17.088223,627.32994,578.99168,1,0
1666,2,-2,-1,12,20.607081,647.11606,609.38537,1,0
1667,2,-2,-1,13,24.149674,667.95452,642.88055,1,0
1668,2,-2,-1,14,27.736063,690.06914,680.42343,1,0
1669,2,-2,-1,15,31.38872,713.75589,723.31269,1,0
1670,2,-2,0,0,3.2245292,430.806,309.17485,1,0
1671,2,-2,0,1,4.5749997,447.95525,333.13785,1,0
1672,2,-2,0,2,6.3026215,464.93786,356.32686,1,0
1673,2,-2,0,3,8.2803513,481.87417,378.98468,1,0
1674,2,-2,0,4,10.434194,498.85211,401.33937,1,0
1675,2,-2,0,5,12.719179,515.94643,423.61466,1,0
1676,2,-2,0,6,15.107446,533.22856,446.03879,1,0
1677,2,-2,0,7,17.581867,550.77247,468.85333,1,0
1678,2,-2,0,8,20.13244,568.65893,492.32306,1,0
1679,2,-2,0,9,22.754189,586.97931,516.74819,1,0
1680,2,-2,0,10,25.445926,605.83979,542.48008,1,0
1681,2,-2,0,11,28.209564,625.36642,569.94283,1,0
1682,2,-2,0,12,31.0498,645.71207,599.66369,1,0
1683,2,-2,0,13,33.974086,667.06599,632.31776,1,0
1684,2,-2,0,14,36.992886,689.66787,668.79599,1,0
1685,2,-2,0,15,40.120246,713.82912,710.31262,1,19
1686,2,-2,0,16,43.374795,739.96632,758.58272,1,19
1687,2,-2,1,-1,41.402083,425.75005,277.0104,1,19
1688,2,-2,1,0,36.146329,442.82981,302.03136,1,0
1689,2,-2,1,1,32.997135,459.60402,325.99257,1,0
1690,2,-2,1,2,31.23717,476.26015,349.16634,1,0
1691,2,-2,1,3,30.439046,492.91733,371.79449,1,0
1692,2,-2,1,4,30.334362,509.66385,394.10345,1,0
1693,2,-2,1,5,30.747488,526.57519,416.31475,1,0
1694,2,-2,1,6,31.559799,543.72375,438.65381,1,0
1695,2,-2,1,7,32.689268,561.18498,461.35869,1,0
1696,2,-2,1,8,34.078307,579.04185,484.68976,1,0
1697,2,-2,1,9,35.68626,597.38908,508.94159,1,0
1698,2,-2,1,10,37.484639,616.33767,534.45829,1,0
1699,2,-2,1,11,39.454073,636.02058,561.65426,1,1
1700,2,-2,1,12,41.582353,656.60038,591.04359,1,19
1701,2,-2,1,13,43.863248,678.27992,623.28298,1,19
1702,2,-2,1,14,46.295905,701.31808,659.23678,1,19
1703,2,-2,1,15,48.884753,726.05373,700.07945,1,19
1704,2,-2,2,3,48.962745,522.13838,364.70973,1,19
1705,2,-2,2,4,47.505112,537.13066,386.89655,1,19
1706,2,-2,2,5,46.680052,552.60526,409.02871,1,19
1707,2,-2,2,6,46.371192,568.58744,431.31827,1,19
1708,2,-2,2,7,46.489648,585.11832,453.99352,1,19
1709,2,-2,2,8,46.967512,602.25663,477.30775,1,19
1710,2,-2,2,9,47.752994,620.08111,501.55036,1,19
1711,2,-2,2,10,48.806872,638.69421,527.06171,1,19
1712,2,-1,-6,12,-14.478787,791.03005,748.83083,1,19
1713,2,-1,-5,11,-16.008128,712.62914,677.78969,1,19
1714,2,-1,-5,12,-11.045087,728.08073,719.24003,1,19
1715,2,-1,-5,13,-5.9910782,745.25489,766.87451,1,1
1716,2,-1,-4,10,-16.01136,648.08326,625.14181,1,19
1717,2,-1,-4,11,-10.86271,662.03304,659.37126,1,19
1718,2,-1,-4,12,-5.6991857,677.20652,697.56306,1,0
1719,2,-1,-4,13,-0.50606726,693.67569,740.95672,1,0
1720,2,-1,-3,9,-13.883417,592.79947,583.07395,1,19
1721,2,-1,-3,10,-8.5608701,606.69487,612.78062,1,19
1722,2,-1,-3,11,-3.3193242,621.53219,645.16412,1,0
1723,2,-1,-3,12,1.8621175,637.3199,681.01322,1,0
1724,2,-1,-3,13,7.0105782,654.08967,721.39243,1,0
1725,2,-1,-3,14,12.159804,671.8942,767.7861,1,0
1726,2,-1,-2,7,-14.106973,531.29549,521.80981,1,19
1727,2,-1,-2,8,-8.5707634,545.46869,547.15409,1,19
1728,2,-1,-2,9,-3.2636443,560.37124,573.90819,1,0
1729,2,-1,-2,10,1.8553576,575.96256,602.50974,1,0
1730,2,-1,-2,11,6.8277571,592.23121,633.51021,1,0
1731,2,-1,-2,12,11.69505,609.19065,667.62231,1,0
1732,2,-1,-2,13,16.499197,626.87539,705.79388,1,0
1733,2,-1,-2,14,21.283976,645.33635,749.32692,1,0
1734,2,-1,-1,4,-14.815434,460.66869,444.43926,1,19
1735,2,-1,-1,5,-8.9011604,475.90379,467.33942,1,19
1736,2,-1,-1,6,-3.5097198,491.66227,490.6072,1,0
