h,k,l,Iobs,sigma_I,Icalc,Fc_real_e,Fc_imag_e,d_A,in_final_refinement,cv_work_flag
20,-10,4,27.13625,1.378014195,30.01286331,104.9150306,38.46476007,1.77210630,1,1
20,-10,5,17.57454545,1.391428573,16.25617423,72.80875463,38.23852885,1.68776383,1,1
20,-10,6,23.84708333,1.302248958,21.86539649,90.36580232,30.51246342,1.59938215,1,1
20,-10,7,16.07863636,1.115923568,14.58965739,75.52679245,19.12217241,1.51091411,1,0
20,-10,8,3.5825,0.9963628263,1.505475717,23.33414209,9.047841821,1.42506280,1,0
20,-10,9,-0.1255555556,1.032125234,0.2232418506,8.800548821,3.927975795,1.34348168,1,1
20,-10,10,2.272777778,0.8927890133,1.722728408,26.37916007,4.568636158,1.26703985,1,1
20,-10,11,5.390526316,0.9845566518,4.981067823,44.61366473,9.053685966,1.19606758,1,1
20,-10,12,1.805652174,1.088461733,1.456714712,20.15106617,14.1419019,1.13055046,1,1
20,-10,13,4.237222222,1.225518913,3.764525092,35.72440289,17.0287651,1.07026921,1,1
20,-10,14,5.287391304,1.028228421,4.539632993,40.19051414,16.53523917,1.01489441,1,1
20,-10,15,3.92,1.060513578,2.608736904,30.15627731,13.26464689,0.96404754,0,1
20,-10,16,0.75,1.072783588,1.105623372,19.51931096,8.887382306,0.91733852,0,1
20,-10,17,2.071904762,1.140749545,0.3789071757,11.46795501,5.111598567,0.87438780,0,1
20,-10,18,0.375,1.146638728,0.07235043025,4.648007062,2.914972444,0.83483820,0,1
20,-10,19,-0.4694444444,1.37620071,0.01384110155,-0.5664886549,2.331868682,0.79836061,0,1
20,-10,20,-0.6409090909,2.140094074,0.03318496335,2.514610453,2.735538704,0.76465579,0,1
20,-10,21,-1.048571429,3.564449085,0.07480759454,4.475112169,3.33117036,0.73345406,0,1
20,-9,0,41.563,1.89072896,39.04866854,122.3789306,35.62864345,1.95624231,1,1
20,-9,1,11.662,0.7235494951,7.496587049,49.26764197,26.29861089,1.94281438,1,1
20,-9,2,2.415121951,0.5929264054,4.185036867,-41.63908449,2.711136715,1.90413119,1,1
20,-9,3,17.2525641,0.8749082634,18.63807466,-84.67895059,-24.16097893,1.84449534,1,1
20,-9,4,45.26,1.397773578,41.45807263,-124.3463049,-42.2660603,1.76969562,1,1
20,-9,5,37.11204545,1.180730684,35.64441394,-113.4414465,-44.27999605,1.68568083,1,1
20,-9,6,24.46555556,0.907673243,25.53080446,-98.37367252,-30.73408257,1.59760921,1,1
20,-9,7,2.962380952,0.5776889704,1.896928005,-26.5923293,-9.058444378,1.50941914,1,1
20,-9,8,6.001904762,0.7490430781,5.038090656,44.53403052,10.62038136,1.42380826,1,1
20,-9,9,12.82309524,0.8370011377,10.79752305,63.81682212,20.48581407,1.34243034,1,0
20,-9,10,5.639444444,0.6860692182,2.893740728,29.50273191,18.26239692,1.26615784,1,1
20,-9,11,0.1890322581,0.8743321082,0.3650909889,-9.90408487,7.335078702,1.19532556,1,1
20,-9,12,-0.2027906977,0.6389107314,0.1554484574,-5.563012605,-5.807447167,1.12992375,1,1
20,-9,13,2.271333333,0.7041064686,3.257308646,-33.57473822,-15.09714858,1.06973745,1,1
20,-9,14,6.198604651,0.7799058339,4.673709419,-40.47584279,-17.49798666,1.01444096,1,1
20,-9,15,3.415111111,0.8059710639,2.695898007,-30.5836742,-13.64748075,0.96365886,0,1
20,-9,16,0.394047619,0.8552490152,0.6208665268,-14.62407625,-6.666693435,0.91700363,0,1
20,-9,17,0.843255814,0.8004816325,0.002324663648,0.9733655878,-0.1404424984,0.87409777,0,1
20,-9,18,-0.46475,0.8596043785,0.143897849,6.863300259,3.572546522,0.83458576,0,1
20,-9,19,0.733125,1.02665986,0.1928743651,8.014954303,4.000615045,0.79813982,0,1
20,-8,0,0.0445,0.7178023753,0.2425897485,9.494469173,3.28379422,1.94656587,1,0
20,-8,1,10.88097561,0.6804883294,14.26906346,76.76521537,6.608635994,1.93333487,1,1
20,-8,2,26.2065,0.9633184183,30.46174327,111.5823647,14.92754316,1.89520414,1,1
20,-8,3,17.30052632,0.820181948,17.0704454,80.74140442,24.14329912,1.83637755,1,1
20,-8,4,21.81,0.9288601535,23.65627402,94.61367006,29.8383598,1.76252216,1,1
20,-8,5,10.19545455,0.7030869306,10.92118558,60.62114949,29.47508737,1.67947781,1,1
20,-8,6,11.51095238,0.6935633776,11.90610963,66.33976093,23.50560312,1.59232558,1,1
20,-8,7,4.197560976,0.6586159528,4.561148615,40.93997382,14.88494445,1.50496072,1,1
20,-8,8,0.7175,0.7015260609,1.466318592,23.5702167,7.382370097,1.42006441,1,1
20,-8,9,-0.1915909091,0.5824076062,0.355426123,11.58687485,3.69020173,1.33929107,1,1
20,-8,10,-0.09558823529,0.6487966636,1.174687897,21.68049804,4.321923007,1.26352281,1,1
20,-8,11,4.763714286,0.7570457937,3.547405503,37.62853168,7.744281046,1.19310773,1,1
20,-8,12,2.179,0.7367489048,0.6333890781,11.47994094,11.4773389,1.12804986,1,1
20,-8,13,4.93952381,0.7455082806,4.091685961,39.0089138,13.4398693,1.06814692,1,1
20,-8,14,2.3975,0.7530412704,2.837225871,31.87379351,12.82477662,1.01308425,1,1
20,-8,15,2.929090909,0.7444864834,1.339430146,21.30195993,10.17298896,0.96249563,0,1
20,-8,16,0.2617391304,0.7957171167,0.6295745431,14.68981656,6.792688983,0.91600114,0,1
20,-8,17,1.21452381,0.8504178246,0.1412879145,6.561303203,3.966286575,0.87322938,0,1
20,-8,18,0.02911764706,1.016407936,0.04115002952,3.381996602,2.383770666,0.83382979,0,1
20,-7,0,63.51368421,2.723214401,61.1841502,157.8484812,23.22102756,1.93075272,1,1
20,-7,1,16.95179487,0.8243403998,12.08642857,69.06341526,16.08548169,1.91783944,1,1
20,-7,2,4.650487805,0.5443266966,6.949084492,-53.73421096,-1.940710645,1.88060075,1,1
20,-7,3,21.96325,0.8656430413,21.38278274,-91.61263368,-22.43490521,1.82308287,1,0
20,-7,4,38.82674419,1.226360218,44.64070729,-131.3980387,-36.15381048,1.75075785,1,1
20,-7,5,21.55560976,1.072127418,22.06024315,-88.16029062,-37.49422339,1.66928990,1,1
20,-7,6,16.34452381,0.955392617,18.70690221,-84.02278905,-26.89021853,1.58363484,1,0
20,-7,7,5.344418605,0.5947907995,4.663492002,-42.88186283,-10.06818363,1.49761700,1,1
20,-7,8,-0.2972727273,0.5567782453,0.2997184696,9.887023128,5.190678298,1.41388976,1,1
20,-7,9,7.021363636,0.6660004627,4.397128777,40.78031703,12.89841616,1.33410753,1,1
20,-7,10,2.641388889,0.6954020366,2.305723494,28.82361003,11.33508764,1.25916741,1,1
20,-7,11,0.6823684211,0.6574879269,0.1841014685,-8.174341114,3.126442209,1.18943862,1,1
20,-7,12,-0.1560526316,0.7167229787,0.1264592066,2.697059769,-6.733393491,1.12494731,1,1
20,-7,13,2.74625,0.9012044425,3.183702679,-33.76006255,-13.5949154,1.06551174,1,0
20,-7,14,4.793095238,0.7709306153,3.620614981,-35.73075087,-15.15427875,1.01083511,1,1
20,-7,15,3.298333333,0.7051255798,1.810690677,-24.71676533,-11.93357848,0.96056626,0,1
20,-7,16,0.1461538462,0.7888421429,0.4835053506,-12.68052504,-6.353287595,0.91433760,0,1
20,-7,17,1.218222222,0.9156842277,0.004398109635,-0.6736851609,-1.173013121,0.87178781,0,1
20,-7,18,-0.3688571429,0.9153849642,0.05076765636,4.22626101,1.805643081,0.83257440,0,1
20,-7,19,1.051875,1.024805955,0.06503779819,4.695257295,2.239019652,0.79638008,0,1
20,-7,20,-0.9640909091,1.243090241,0.003355034717,0.7166964184,0.9392505671,0.76291513,0,1
20,-7,22,5.45,4.440689699,0.02617881447,-2.519405268,-2.13170394,0.70315155,0,1
20,-6,0,3.9515,0.7675760549,3.667877875,-38.64366087,5.71574026,1.90924804,1,1
20,-6,1,0.7097560976,0.5030788018,2.26882407,30.10540136,6.131695969,1.89675869,1,1
20,-6,2,13.40795455,0.7238911897,14.73840509,77.98276943,7.10825311,1.86071172,1,1
20,-6,3,5.663170732,0.6038175745,7.384590306,54.84815566,8.000101083,1.80494623,1,1
20,-6,4,1.948809524,0.5263303152,1.047405282,19.20306732,8.185959017,1.73467664,1,1
20,-6,5,0.03578947368,0.5548815726,0.5443201882,13.07855942,7.443988891,1.65533334,1,1
20,-6,6,1.466590909,0.600367747,0.9902934005,19.36796754,6.073585509,1.57170343,1,1
20,-6,7,-0.1547619048,0.559838007,0.1162342937,5.125122958,4.700192566,1.48751409,1,1
20,-6,8,-0.4353488372,0.6191034446,0.03660124135,-0.1554431926,3.899179464,1.40537901,1,1
20,-6,9,0.1347619048,0.6449100486,0.06544849076,3.493444102,3.876256565,1.32695066,1,1
20,-6,10,1.141025641,0.6461056657,0.8634034267,18.43797218,4.388148969,1.25314484,1,1
20,-6,11,2.61,0.7153145733,1.61872404,25.47939024,4.925718164,1.18435828,1,1
20,-6,12,0.80175,0.7090015449,0.4979634892,13.48830074,5.024037999,1.12064643,1,1
20,-6,13,0.68675,0.8957992698,0.4018692782,12.11957169,4.506848305,1.06185502,1,1
20,-6,14,1.543170732,0.7430837959,0.4978948894,13.95098106,3.537909208,1.00771133,1,1
20,-6,16,0.5341463415,0.7775539752,0.02272959999,2.572917657,1.684230068,0.91202381,0,1
20,-6,17,1.183255814,0.7815102006,0.004970724725,-0.6055605781,1.304354822,0.86978155,0,1
20,-6,19,-1.084666667,1.079114232,0.01727332037,2.280495468,1.409190837,0.79484983,0,1
20,-5,0,12.35777778,1.00844505,12.63316617,72.2812088,5.602886901,1.88262670,1,1
20,-5,1,4.600243902,0.542394552,4.70699605,44.20483468,2.062695709,1.87064928,1,1
20,-5,2,-0.215,0.5473825378,0.1808495112,-5.306532795,-6.861650145,1.83604370,1,1
20,-5,3,7.695714286,0.6070978872,11.91716983,-68.34377115,-16.94720458,1.78240395,1,1
20,-5,4,30.577,1.12556346,26.232772,-101.7766817,-23.5694806,1.71463748,1,1
20,-5,5,11.115,0.7258582369,14.81629615,-74.77244989,-23.94423761,1.63789315,1,1
20,-5,6,8.861428571,0.6788439455,7.555002364,-52.98505162,-18.32498798,1.55675207,1,1
20,-5,7,2.794651163,0.5666186366,2.913184064,-33.45975242,-9.61564357,1.47482014,1,1
20,-5,8,0.5333333333,0.5755349478,0.4558126881,-13.66166496,-1.731327691,1.39465913,1,1
20,-5,9,-0.03428571429,0.576070629,0.08417130313,5.435774945,2.339102322,1.31791600,1,1
20,-5,10,1.62475,0.7279148291,0.4101807619,12.94324695,1.768052402,1.24552702,1,1
20,-5,11,0.5997058824,0.7222872273,0.1027361879,6.19487765,-2.089585393,1.17792106,1,1
20,-5,12,0.2587179487,0.7233737343,0.1485123606,-4.097178645,-6.708274791,1.11518854,1,1
20,-5,13,1.275121951,0.7535007827,2.282356982,-29.2270768,-9.764280234,1.05720839,1,1
20,-5,14,2.424761905,0.7469490477,1.723930348,-24.7887614,-10.13656214,1.00373727,1,1
20,-5,15,-0.4282926829,0.9239957569,0.5216685372,-12.28420835,-8.132392411,0.95446934,0,1
20,-5,16,0.08625,0.8019907652,0.1898340777,-7.345201543,-5.002752358,0.90907458,0,1
20,-5,17,0.43875,0.8705412542,0.04360120519,-3.678585597,-2.146641788,0.86722231,0,1
20,-5,18,0.588974359,0.8647387143,0.0008744868687,-0.391998142,-0.4584357499,0.82859493,0,1
20,-5,19,-0.9358333333,0.9625208832,0.005167603288,1.463751365,-0.08594996784,0.79289526,0,1
20,-5,21,3.31875,2.226025797,0.004660212409,-0.3516729745,-1.347287698,0.72920948,0,0
20,-4,0,8.0775,0.8651462304,5.430832371,46.10716144,11.5585579,1.85155346,1,1
20,-4,1,1.682432432,0.548507038,0.951318167,18.08247701,8.295491678,1.84015582,1,1
20,-4,2,-0.599047619,0.4995234691,0.0006393597409,0.5155951004,-0.01281050754,1.80718572,1,1
20,-4,3,3.305609756,0.5289826137,2.644902616,-31.73899815,-9.645438195,1.75596634,1,1
20,-4,4,0.2451219512,0.5216485332,1.012857743,-12.30568186,-16.43059898,1.69106318,1,1
20,-4,5,17.78410256,0.8825406306,17.05191218,-82.35119039,-17.68174394,1.61730774,1,1
20,-4,6,3.021025641,0.7031407078,4.15899393,-39.40719991,-13.31920348,1.53904487,1,1
20,-4,7,0.9485365854,0.568719352,0.1454125428,-5.311471331,-5.682115111,1.45973789,1,1
20,-4,8,0.7116666667,0.6142358705,0.4604781555,-13.72766462,1.769421777,1.38188427,1,1
20,-4,9,-1.009459459,0.7031305956,0.1827619156,-6.205573206,6.126013422,1.30712027,1,1
20,-4,10,0.2943902439,0.6242541296,0.6606662914,15.36311649,6.232299086,1.23640235,1,1
20,-4,11,2.327419355,0.7722289994,2.71298148,33.46979021,2.914703244,1.17019409,1,1
20,-4,12,1.939756098,0.6958967868,1.285749273,-23.06407012,-1.725749718,1.10862485,1,1
20,-4,13,1.185681818,0.701834684,0.0770548963,1.470582694,-5.467695133,1.05161116,1,1
20,-4,14,0.9841025641,0.7588769428,0.2735443678,-8.09194788,-6.951772663,0.99894335,0,1
20,-4,15,1.095121951,0.7830624835,0.4783957286,-12.7347426,-6.071282954,0.95034444,0,1
20,-4,16,0.04617647059,1.05379841,0.1833242701,-7.901903897,-3.719013154,0.90550852,0,1
20,-4,17,1.271142857,0.8909061198,0.00399739184,0.5744752374,-1.154587826,0.86412481,0,1
20,-4,18,-0.7420512821,0.959926559,0.001396386668,0.4342271633,0.6264235368,0.82589192,0,1
20,-4,19,0.1366666667,1.111191575,0.02901816981,-3.24723276,1.236261928,0.79052580,0,1
20,-4,20,-0.4113333333,1.492033661,0.009245835722,1.755021392,0.875547565,0.75776362,0,1
20,-4,21,-2.77,2.531409884,0.0004128375501,-0.4093778344,0.06456611277,0.72736507,0,1
20,-3,0,1.0055,0.8229681438,0.269466562,-7.324367486,-7.646165962,1.81674169,1,1
20,-3,1,3.071578947,0.5421516332,2.266437982,-29.78914514,-7.452985861,1.80597121,1,1
20,-3,2,0.9185365854,0.5479964128,0.3781703759,-10.44506432,-6.945251722,1.77477396,1,1
20,-3,3,1.779473684,0.6622010528,0.517964986,13.25727116,-6.304085856,1.72618856,1,1
20,-3,4,2.9295,0.5930253756,2.09072784,-28.92998716,-5.735214467,1.66441785,1,1
20,-3,5,0.083,0.5586195439,0.2420486874,-8.472408884,-5.377864941,1.59395209,1,1
20,-3,6,0.8336111111,0.6314908227,1.288852099,-22.55293624,-5.252192384,1.51887732,1,1
20,-3,7,0.8169230769,0.7597492443,1.28053273,-22.4726214,-5.266926388,1.44249626,1,1
20,-3,8,0.5264864865,0.7151347776,0.5475067588,-14.14026678,-5.276390723,1.36722997,1,1
20,-3,9,-0.7126666667,0.742492948,0.2802441972,9.488974388,-5.153014567,1.29469739,1,1
20,-3,10,0.1483783784,0.6807559284,0.1045629945,4.481680205,-4.839158241,1.22587290,1,1
20,-3,11,1.364848485,1.021421425,1.646113851,-25.80427384,-4.358540044,1.16125533,1,1
20,-3,12,-0.01210526316,0.745523204,0.03501379581,-0.4446628235,-3.790724111,1.10101518,1,1
20,-3,13,0.4320512821,0.8426022589,0.3230922564,-11.1354041,-3.22857398,1.04510949,1,1
20,-3,14,-1.392093023,0.7993882322,0.09124665728,-5.517930645,-2.74137848,0.99336540,0,1
20,-3,15,-0.3184615385,0.7875293217,0.02386760009,-2.090916235,-2.35755482,0.94553781,0,1
20,-3,16,-0.3277777778,0.9007778923,0.09455087705,-5.921193438,-2.068063569,0.90134771,0,1
20,-3,17,1.241875,0.9348157928,0.03070608945,-3.062775729,-1.842422183,0.86050658,0,1
20,-3,18,-1.161891892,1.05231932,0.008874871877,-0.9901903917,-1.646775323,0.82273130,0,1
20,-3,19,-0.2743333333,1.518150848,0.008248367194,1.144607099,-1.456559794,0.78775274,0,0
20,-3,20,0.9085714286,1.828483085,0.007303423012,-1.203182252,-1.261310834,0.75532020,0,1
20,-3,21,-1.4275,2.911103743,0.003462555998,-0.557265719,-1.06303057,0.72520325,0,1
20,-2,0,8.706842105,0.9588775884,9.556737913,59.75098547,20.14578519,1.77891503,1,1
20,-2,1,15.18925,0.790772617,13.7309397,74.3286148,13.70932846,1.76879970,1,1
20,-2,2,-0.2356521739,0.4783918969,0.324397975,-11.32225112,-2.602072578,1.73945863,1,1
20,-2,3,18.70512821,0.8820582964,18.14907777,-84.24631149,-21.29300057,1.69364276,1,0
20,-2,4,30.36604651,1.143378895,35.92263844,-117.4096892,-34.06462418,1.63518466,1,1
20,-2,5,31.01658537,1.110114201,28.55492439,-102.9644222,-35.75557261,1.56822096,1,1
20,-2,6,19.86911765,1.117541098,19.84320389,-86.90223507,-26.52672412,1.49656398,1,1
20,-2,7,5.195555556,0.7038477253,5.067764407,-44.50155368,-11.31502142,1.42334155,1,1
20,-2,8,1.110294118,0.7828705902,1.38697746,23.84151647,2.937195115,1.35088694,1,1
20,-2,9,2.121428571,0.8895844572,2.126169475,27.75758108,10.68170632,1.28079419,1,1
20,-2,10,-0.9615789474,0.8515604058,0.3080242937,5.197852548,10.05655473,1.21405152,1,1
20,-2,11,2.259714286,0.7988641607,0.4700751898,-13.63330054,3.115372186,1.15119162,1,1
20,-2,12,1.075526316,0.7760765658,0.1945313499,-6.883231646,-5.792660488,1.09242654,1,1
20,-2,13,0.9037837838,0.7883661943,0.9342517346,-15.32948985,-12.39747934,1.03775535,1,1
20,-2,14,2.49425,0.8009046838,1.767536517,-22.99873287,-14.36777639,0.98704397,0,1
20,-2,15,0.5359375,0.9145615091,1.524153787,-22.20016395,-11.88567486,0.94008131,0,0
20,-2,16,0.3864705882,0.9335971949,0.2914040605,-8.537842995,-6.952872522,0.89661732,0,1
20,-2,17,0.2886111111,0.8939084833,0.07125480803,-5.042887366,-2.052923009,0.85638764,0,0
20,-2,18,0.8852631579,1.15516348,0.008432997985,-1.552432739,1.048074019,0.81912913,0,1
20,-2,19,-0.7656666667,1.089851586,0.01192651502,1.244995272,1.84714742,0.78458903,0,0
20,-2,20,-0.3135714286,1.594392167,0.002434410357,0.3814570455,0.9312973499,0.75253003,0,1
20,-2,21,-0.7625,3.277888993,0.004869098662,-1.280282951,-0.6218035608,0.72273264,0,1
20,-1,0,11.272,1.137750458,15.13177227,-78.63331191,-10.59718337,1.73877508,1,1
20,-1,1,6.14744186,0.5494703187,5.369347323,-46.62207136,-7.763537383,1.72932557,1,1
20,-1,2,0.7147826087,0.4810366964,0.002901310418,-0.9119552702,-0.6127097581,1.70187541,1,1
20,-1,3,1.75097561,0.5295011851,3.895356696,39.55289366,7.497482177,1.65889360,1,1
20,-1,4,6.956222222,0.6013560676,6.5253557,50.48230223,12.89878697,1.60384596,1,1
20,-1,5,6.486,0.6451388901,8.533607607,58.05960655,13.3957745,1.54051336,1,1
20,-1,6,1.37925,0.6922308222,2.251831479,29.1907176,9.206802387,1.47242681,1,0
20,-1,7,0.8918918919,0.6447357769,0.07855254238,5.071319453,2.638770677,1.40252893,1,1
20,-1,8,0.1821052632,0.6360183341,0.03447623118,-1.984165234,-3.225949715,1.33305502,1,1
20,-1,9,1.214230769,0.7729243056,0.1421365234,-4.731826669,-6.061765813,1.26556610,1,1
20,-1,10,1.182777778,0.7416153228,0.2177246232,-7.933529193,-5.257599559,1.20105872,1,1
20,-1,11,0.7244117647,0.7995284028,0.1979286548,-8.871652819,-1.908140817,1.14009640,1,1
20,-1,12,0.80325,0.7214557332,0.05031336391,4.114698138,2.000470494,1.08293158,1,1
20,-1,13,-0.2139473684,0.8663964989,0.05993871997,1.773048682,4.668351154,1.02960545,1,1
20,-1,14,-0.73,1.040929301,0.2399265508,8.501290122,5.248647976,0.98002353,0,1
20,-1,16,-0.1116129032,0.9331988221,0.02202597886,2.361420728,1.894067128,0.89134521,0,1
20,-1,17,0.3783333333,0.9005829302,2.012587675e-05,0.09131320698,-0.005930296153,0.85179026,0,1
20,-1,18,0.2187179487,0.9092890851,0.005604673422,1.122216272,-1.035580481,0.81510332,0,1
20,-1,19,-0.1116129032,1.040775245,0.007785044198,1.424104806,-1.100388174,0.78104916,0,1
20,-1,20,0.2790909091,2.190003925,0.001000566,-0.3576307911,-0.5370108829,0.74940491,0,1
20,0,0,42.4275,2.496060368,40.54637414,126.9233525,27.56044961,1.69697678,1,0
20,0,1,18.44952381,1.196569994,15.23985744,77.2049121,19.49019948,1.68818909,1,1
20,0,2,-0.5704545455,0.7015204506,0.137265538,-7.499930413,-0.9271909822,1.66262315,1,1
20,0,3,18.47391304,1.324365422,22.56429036,-93.81270541,-24.22676723,1.62247852,1,1
20,0,4,34.63416667,1.526842637,35.06638386,-113.976098,-39.98302624,1.57086666,1,0
20,0,5,72.08571429,2.944455607,66.10783701,-160.4866445,-41.80755056,1.51121919,1,1
20,0,6,27.327,1.61618363,26.11319278,-99.80016253,-30.06976182,1.44678483,1,1
20,0,7,-0.4338888889,0.9119670776,0.5318976555,-9.880382147,-11.1207645,1.38031462,1,1
20,0,8,2.817368421,1.072785859,3.224830133,36.08524356,6.287258199,1.31393737,1,1
20,0,9,3.36625,1.077363318,3.067819423,32.27809249,15.3125976,1.24917290,1,1
20,0,10,1.732666667,1.087338151,0.527807748,5.263836238,13.85221271,1.18701967,1,1
20,0,11,-0.7938888889,1.07466044,0.05490770214,0.7970415136,4.712621265,1.12806764,1,1
20,0,12,1.4695,1.102092382,2.520852503,-31.71780511,-6.539793001,1.07260707,1,1
20,0,13,0.09,1.560730096,0.8400226544,-11.6662195,-14.60775612,1.02072011,1,1
20,0,14,3.1015,1.450242316,1.681594683,-20.46772839,-16.75383946,0.97235171,0,1
20,0,15,0.024375,1.314938806,1.814190072,-23.97412967,-13.4173692,0.92736174,0,1
20,0,16,-0.121875,1.377295726,0.5584340563,-13.41312246,-7.240292603,0.88556150,0,1
20,0,17,-1.253333333,1.252200677,0.01098044969,-1.665196597,-1.339955734,0.84673862,0,1
20,0,18,-0.6744444444,1.511013429,0.01437215272,1.121182776,2.173110975,0.81067338,0,1
20,0,19,-2.01,1.546531174,0.02002407817,-0.6587607985,2.810151527,0.77714898,0,1
21,-10,0,27.73041667,1.301216578,20.71071717,-90.26808651,-21.63937763,1.86548559,1,1
21,-10,1,12.26277778,0.7847390236,14.09632975,-74.21939858,-18.87294989,1.85383034,1,1
21,-10,2,4.387380952,0.658838599,5.495636796,-46.3280442,-11.83826315,1.82013317,1,1
21,-10,3,1.212926829,0.6483435031,0.6147304984,-15.5589725,-3.6978262,1.76783668,1,1
21,-10,4,0.340212766,0.4738288796,0.1038459809,6.246935796,2.04460099,1.70165752,1,1
21,-10,5,0.234375,0.4920910069,0.6504826661,16.13546021,3.205772588,1.62656802,1,1
21,-10,6,0.5925,0.571670998,0.117330947,6.985065156,-0.1543287488,1.54701833,1,1
21,-10,7,0.5269565217,0.542800385,0.7933321858,-17.16173122,-5.961280267,1.46653584,1,1
21,-10,8,3.195909091,0.6535323048,3.013730248,-33.55994754,-11.29501177,1.38764734,1,1
21,-10,9,3.485128205,0.7112652306,4.676250697,-41.8850845,-13.8264373,1.31199442,1,1
21,-10,10,2.744,0.7021556369,2.891310765,-32.23950272,-12.7878779,1.24052499,1,1
21,-10,11,1.61,0.7818381979,1.264853345,-21.07022506,-9.070915754,1.17368744,1,1
21,-10,12,-0.8585714286,0.8639896499,0.3051869482,-10.3133854,-4.539337205,1.11159394,1,1
21,-10,13,0.1227272727,0.6849322403,0.03236927931,-3.525210702,-1.01978722,1.05414431,1,1
21,-10,14,-0.8978571429,0.7163206524,0.0005778159024,-0.002092346835,0.4902989223,1.00111387,1,1
21,-10,15,1.017234043,0.6991934175,0.0003982400676,0.4013132293,0.06806964614,0.95221275,0,1
21,-10,16,1.600208333,0.8213472483,0.04966695132,-4.314544283,-1.431221112,0.90712425,0,1
21,-10,17,0.2039534884,0.7985712005,0.09584358763,-5.584809119,-2.947058112,0.86552864,0,1
21,-10,18,-0.10575,0.8670814552,0.1017213003,-5.331241373,-3.72806957,0.82711728,0,1
21,-10,19,-0.4129032258,1.032613094,0.07133441201,-4.118434833,-3.56606495,0.79160019,0,1
21,-10,20,-1.371875,1.672262743,0.05414491865,-3.889096664,-2.720597224,0.75870973,0,1
21,-10,21,3.026,1.956440646,0.02193116286,-2.523927662,-1.659560056,0.72820170,0,1
21,-9,0,2.135652174,0.7226311931,3.816976032,-35.91380098,-17.26941378,1.85987509,1,1
21,-9,1,1.506,0.5316251617,2.72270564,-30.68611545,-13.82499033,1.84832404,1,1
21,-9,2,1.305952381,0.5018746603,1.734823247,-26.37038285,-5.134922379,1.81492088,1,1
21,-9,3,-0.2295238095,0.5084778985,0.125322817,-5.467200627,4.71695319,1.76305972,1,1
21,-9,4,0.5990909091,0.5114950841,0.4287986052,7.155160056,11.27843942,1.69739594,1,1
21,-9,5,4.716808511,0.5275818405,5.946606886,48.29441731,11.90400168,1.62284485,1,1
21,-9,6,4.485813953,0.5917850535,4.251886413,41.48985111,6.896977074,1.54381410,1,1
21,-9,7,0.1445238095,0.5753857032,0.02381354014,-3.016460677,-0.8991490665,1.46380528,1,1
21,-9,8,3.00125,0.6135515764,4.345112578,-41.81150279,-7.717548253,1.38533347,1,1
21,-9,9,3.954390244,0.6745046103,3.805972586,-38.31366466,-10.74797307,1.31003822,1,0
21,-9,10,1.068095238,0.6600957448,1.016209032,-18.33658971,-9.303663482,1.23887099,1,1
21,-9,11,-0.5072727273,0.6957547381,0.2378508232,-8.716426627,-4.793803303,1.17228635,1,1
21,-9,12,-0.4385714286,0.7669280797,0.1792816398,8.631393985,0.2970956916,1.11040345,1,1
21,-9,13,0.3031707317,0.7052098131,0.1747938597,7.659354388,3.749186564,1.05312886,1,1
21,-9,14,1.602272727,0.704343881,0.3879498841,11.86071855,4.552797049,1.00024397,1,1
21,-9,15,-0.1442857143,0.7469871078,0.1182114817,6.298750034,3.083349266,0.95146410,0,1
21,-9,16,-0.4842553191,0.7121849331,0.001150943428,0.3563771633,0.5931606562,0.90647692,0,0
21,-9,17,-0.1937777778,0.7568798851,0.07341797432,-5.297850762,-1.574152999,0.86496629,0,0
21,-9,18,-0.14775,0.8928466782,0.09643510554,-5.774597236,-2.602953944,0.82662648,0,1
21,-9,19,1.063225806,1.30972897,0.04715016804,-3.71564507,-2.410512993,0.79116991,0,1
21,-9,20,-1.456111111,1.469249984,0.01446819453,-1.972753116,-1.45865177,0.75833086,0,1
21,-9,21,-1.939166667,2.396580727,0.0004736885979,-0.2338194199,-0.377364872,0.72786670,0,1
21,-8,0,45.1555,2.023449468,41.20473119,-129.3863037,-20.05508365,1.84880431,1,1
21,-8,1,34.75022727,1.111214993,27.09354382,-104.6377114,-17.97449622,1.83745705,1,1
21,-8,2,3.961904762,0.5583636327,3.764954343,-37.50824449,-12.63020133,1.80462923,1,1
21,-8,3,0.8018604651,0.4980346447,0.1189738184,3.151893982,-6.289994068,1.75362083,1,1
21,-8,4,-0.4609302326,0.5405591435,0.8582503388,18.83406134,-1.53260783,1.68896796,1,1
21,-8,5,-0.08906976744,0.5186964149,0.4228855208,-13.26396007,-0.08225147356,1.61547459,1,1
21,-8,6,-0.08333333333,0.642983994,0.8062692842,-18.1942719,-2.10065841,1.53746492,1,1
21,-8,7,0.7390243902,0.5902598264,0.1756104831,-5.834959989,-6.246207132,1.45838961,1,1
21,-8,8,0.4881818182,0.5638770564,0.6650191103,-12.97084791,-10.41321148,1.38074025,1,1
21,-8,9,2.323421053,0.6308091934,2.229173686,-27.66074219,-12.74048212,1.30615194,1,1
21,-8,10,2.638947368,0.6882289917,3.742865523,-37.46635495,-12.38840968,1.23558274,1,1
21,-8,11,2.891612903,0.766311693,1.839821621,-25.8908928,-9.752447741,1.16949915,1,1
21,-8,12,1.183414634,0.7021327245,1.894891673,-27.4084903,-6.093836709,1.10803388,1,1
