h,k,l,I,sigma,multiplicity,d,absent_P212121
4,5,8,72.355825,7.3826641,4,0.79028087,0
4,5,9,6.491624,2.2525075,3,0.76391852,0
4,5,10,101.32934,8.2460397,2,0.73736426,0
4,6,0,-3.5551949,2.5047998,2,0.82015274,0
4,6,1,79.271544,4.974986,4,0.81833474,0
4,6,2,13.568478,2.3310971,4,0.81295244,0
4,6,3,43.916196,3.0382949,5,0.80421321,0
4,6,4,1.4646876,2.1659286,5,0.79243861,0
4,6,5,32.883608,3.2605301,4,0.77803323,0
4,6,6,48.989835,4.5329703,3,0.76144953,0
4,6,7,3.7662285,2.2520441,3,0.74315396,0
4,7,0,2.2054485,2.89447,2,0.73491858,0
4,7,1,43.120219,3.9714715,4,0.73360967,0
4,7,2,5.7218023,2.2456767,4,0.72972449,0
5,0,0,-0.60042628,0.82044681,4,1.1591222,1
5,0,1,306.67192,6.3519495,7,1.1540071,0
5,0,2,160.86818,4.6113483,6,1.1390585,0
5,0,3,62.118552,2.6399159,6,1.1153853,0
5,0,4,460.26637,16.341919,8,1.0845926,0
5,0,5,225.19724,4.579665,8,1.0485103,0
5,0,6,1.4857647,0.71074837,5,1.0089439,0
5,0,7,8.1667883,1.2393697,5,0.96749828,0
5,0,8,153.14009,9.9012446,5,0.92548664,0
5,0,9,82.845906,7.2928394,4,0.88390937,0
5,0,10,7.4216603,2.2092036,3,0.84347859,0
5,0,11,23.494616,3.9803078,2,0.80466469,0
5,1,0,361.74739,11.76538,5,1.1378685,0
5,1,1,145.94984,3.6000525,9,1.1330284,0
5,1,2,591.82253,9.021849,11,1.1188705,0
5,1,3,213.92908,9.9229555,10,1.0964094,0
5,1,4,115.2322,3.3546085,10,1.0671212,0
5,1,5,10.915181,1.1935323,9,1.0327004,0
5,1,6,268.21709,5.6287379,8,0.99483353,0
5,1,7,89.457582,2.748579,9,0.95503541,0
5,1,8,63.605871,2.8984609,8,0.91455995,0
5,1,9,99.32083,4.0140675,6,0.87437538,0
5,1,10,8.0087689,1.764737,5,0.83518199,0
5,1,11,46.209458,4.010806,5,0.797452,0
5,2,0,178.61343,7.3270455,5,1.0804999,0
5,2,1,37.447324,1.3793803,8,1.076353,0
5,2,2,196.40684,6.1200824,8,1.0641931,0
5,2,3,32.975621,2.1254702,6,1.0448113,0
5,2,4,182.15683,4.6035192,7,1.0193736,0
5,2,5,62.609119,2.1960455,8,0.98924335,0
5,2,6,14.63854,1.5699524,7,0.95580886,0
5,2,7,16.426448,1.8937598,5,0.92035139,0
5,2,8,68.229599,4.2320728,5,0.88396485,0
5,2,9,27.841928,2.6826478,5,0.84752403,0
5,2,10,133.82564,5.7806644,5,0.81168808,0
5,2,11,52.327296,8.8327876,1,0.77692468,0
5,3,0,71.768903,2.6753975,6,1.0015704,0
5,3,1,41.324013,1.5195913,9,0.99826479,0
5,3,2,36.999715,1.9600966,6,0.98854109,0
5,3,3,70.276627,2.8911234,6,0.97294781,0
5,3,4,69.818074,2.3933419,8,0.95230695,0
5,3,5,65.653185,3.3891697,6,0.92760289,0
5,3,6,44.722849,2.5633493,6,0.89986907,0
5,3,7,112.94856,4.0282008,7,0.87009386,0
5,3,8,188.97185,6.1867867,6,0.83915614,0
5,3,9,-0.03417813,2.2463651,4,0.80779165,0
5,3,10,98.731932,12.458889,1,0.77658435,0
5,4,0,33.097571,2.3293564,4,0.91542391,0
5,4,1,24.298855,1.4530751,8,0.91289798,0
5,4,2,3.7616227,0.84827226,8,0.90544383,0
5,4,3,161.82576,10.19101,4,0.89341598,0
5,4,4,39.361167,2.7705198,5,0.87735477,0
5,4,5,80.86508,7.4044631,5,0.85792329,0
5,4,6,16.580464,2.4108668,4,0.8358398,0
5,4,7,30.899988,3.2188978,4,0.81181699,0
5,4,8,30.344883,4.9801923,2,0.78651584,0
5,5,0,1.682882,2.6227333,1,0.83163314,0
5,5,1,160.89764,8.9507568,2,0.8297379,0
5,5,2,24.598526,3.7691117,3,0.824129,0
5,5,3,12.898473,2.9652288,4,0.8150284,0
5,5,4,48.029455,4.1760709,3,0.80277959,0
5,5,5,52.192508,6.3891501,2,0.78781352,0
5,6,6,23.070017,5.3726754,1,0.7084078,0
6,0,0,0.19997702,2.0857644,2,0.9659352,0
6,0,1,111.35363,4.6390938,5,0.96296904,0
6,0,2,20.690962,1.972073,5,0.95423187,0
6,0,3,1.9650607,1.2246099,5,0.94018391,0
6,0,4,25.375016,2.373113,4,0.9215198,0
6,0,5,83.612356,6.4367609,2,0.89908001,0
6,0,6,15.978483,3.3424402,2,0.87375859,0
6,0,7,139.19209,9.1522644,2,0.84642401,0
6,0,8,25.619337,9.9463331,2,0.81786228,0
6,0,9,13.706838,4.5133529,1,0.78874457,0
6,1,0,1.8183588,1.4021366,5,0.95353187,0
6,1,1,1.5135975,0.85631815,9,0.95067817,0
6,1,2,8.8571305,1.3339275,7,0.9422684,0
6,1,3,14.530924,2.5105182,7,0.92873481,0
6,1,4,19.498612,2.2895168,6,0.91073139,0
6,1,5,12.219056,2.4847458,4,0.88905224,0
6,1,6,23.488787,3.0863688,4,0.86454592,0
6,1,7,9.5513184,4.209329,4,0.83804105,0
6,1,8,10.168946,6.6346446,3,0.8102922,0
6,1,9,10.425364,4.6971804,1,0.781948,0
6,1,10,-0.0879908,3.625078,1,0.75353878,0
6,2,0,92.458241,5.9229758,3,0.91900556,0
6,2,1,88.93749,4.3305305,5,0.91644995,0
6,2,2,4.1249943,1.5372442,6,0.90890917,0
6,2,3,-0.51668773,1.997407,5,0.89674454,0
6,2,4,24.122607,2.4129698,5,0.88050639,0
6,2,5,94.852248,5.1573619,4,0.86086942,0
6,2,6,1.561821,1.6715373,4,0.83856351,0
6,2,7,74.997958,5.9711053,3,0.81431184,0
6,2,8,-5.5090273,3.5540237,1,0.78878399,0
6,2,9,0.51097302,3.9691147,1,0.76256625,0
6,3,0,4.0898426,4.5514726,1,0.86895641,0
6,3,1,0.0037903767,3.0234858,2,0.86679506,0
6,3,2,46.474614,3.7930962,4,0.86040649,0
6,3,3,3.6513385,2.0418205,4,0.85006576,0
6,3,4,12.56834,5.4784537,3,0.83619569,0
6,3,5,20.584453,3.6953456,3,0.81932167,0
6,3,6,19.935721,3.5545958,3,0.80002194,0
6,3,7,43.638027,7.6993602,1,0.77888126,0
6,3,8,10.755813,5.2131762,1,0.75645379,0
6,4,0,-4.7778279,4.5985064,1,0.81089289,0
6,4,1,84.377056,8.7586404,2,0.80913565,0
6,4,2,13.786427,4.1239054,2,0.80393168,0
6,4,3,38.765639,5.49233,2,0.79547716,0
6,4,4,11.344373,5.0216491,1,0.78407673,0
6,4,5,134.17605,13.788428,1,0.77011463,0
6,4,6,37.669226,7.9457621,1,0.75402181,0
7,0,0,0.026641741,1.9501585,2,0.82794446,1
7,0,1,79.537192,4.5327456,4,0.82607427,0
7,0,2,568.90403,22.384724,2,0.82053885,0
7,0,3,-2.5693284,4.4330113,1,0.81155537,0
7,0,4,19.893053,6.270238,1,0.79946017,0
7,0,5,34.990559,7.6605692,1,0.78467559,0
7,1,0,282.15851,11.51901,3,0.82009364,0
7,1,1,25.507043,2.6386096,5,0.81827604,0
7,1,2,73.406435,4.0380691,5,0.81289489,0
7,1,3,88.855835,11.41602,3,0.8041575,0
7,1,4,150.73196,8.5140698,3,0.7923853,0
7,1,5,33.486093,5.5483267,2,0.77798278,0
7,2,0,0.40213186,2.2898655,2,0.79781685,0
7,2,1,39.130014,3.5294906,4,0.79614307,0
7,2,2,10.156222,3.4818959,4,0.79118427,0
7,2,3,17.982341,3.168428,3,0.78312159,0
7,2,4,102.2475,12.519789,1,0.772237,0
7,2,6,21.604437,5.6667435,1,0.74347419,0
7,2,7,71.686007,9.6762187,1,0.7264155,0
7,3,0,7.5351746,6.6158285,2,0.76440984,0
7,3,1,1.2060459,1.8502036,4,0.76293726,0
7,3,2,128.33139,9.0111146,2,0.75857008,0
7,3,3,29.357957,3.457678,3,0.75145519,0
7,3,4,3.1746351,7.1039028,2,0.74182248,0
7,3,5,23.375631,6.0133429,1,0.72996516,0
7,3,6,8.1399324,4.7237695,1,0.7162169,0
7,4,1,6.6527846,4.5764195,1,0.72273389,0
7,4,2,11.197242,4.6680415,1,0.71901809,0
8,0,0,18.323883,5.6415593,1,0.7244514,0
8,0,1,11.255747,5.2265449,1,0.72319753,0
8,1,0,8.0032292,3.7926973,1,0.71917443,0
8,1,1,33.912566,6.6647954,1,0.71794771,0
