h,k,l,I,sigma,multiplicity,d,absent_P212121
4,5,6,24.36515,2.6794712,5,0.84036272,0
4,5,7,18.607805,2.2713295,5,0.81595912,0
4,5,8,70.422772,7.5812142,4,0.79028087,0
4,5,9,4.3508646,1.9619629,3,0.76391852,0
4,5,10,99.517396,7.9049665,2,0.73736426,0
4,6,0,-0.34861608,2.3616568,2,0.82015274,0
4,6,1,76.07119,4.8444066,4,0.81833474,0
4,6,2,13.785734,2.0957622,4,0.81295244,0
4,6,3,41.51771,2.7870591,5,0.80421321,0
4,6,4,2.3093859,1.7111433,5,0.79243861,0
4,6,5,29.115927,2.5640765,5,0.77803323,0
4,6,6,48.560479,4.1319621,3,0.76144953,0
4,6,7,3.5175457,1.7822871,3,0.74315396,0
4,7,0,2.4319878,2.1100695,2,0.73491858,0
4,7,1,41.544216,3.7282863,4,0.73360967,0
4,7,2,7.9228546,1.8568522,4,0.72972449,0
5,0,0,-0.71818219,0.64279719,4,1.1591222,1
5,0,1,304.5037,6.2688002,7,1.1540071,0
5,0,2,158.23415,4.4857265,6,1.1390585,0
5,0,3,60.284256,2.5084024,6,1.1153853,0
5,0,4,457.54225,14.245157,8,1.0845926,0
5,0,5,223.62906,4.5040322,8,1.0485103,0
5,0,6,2.0698277,0.73141357,5,1.0089439,0
5,0,7,8.7454383,1.1158306,5,0.96749828,0
5,0,8,148.73478,8.8964497,5,0.92548664,0
5,0,9,82.358047,5.6498242,4,0.88390937,0
5,0,10,7.9890201,1.9367772,3,0.84347859,0
5,0,11,20.754698,2.8518309,3,0.80466469,0
5,1,0,357.57056,10.983834,5,1.1378685,0
5,1,1,144.77402,3.5408102,9,1.1330284,0
5,1,2,582.19032,8.8109601,11,1.1188705,0
5,1,3,210.72998,9.0661815,10,1.0964094,0
5,1,4,113.28685,2.737286,10,1.0671212,0
5,1,5,10.583997,0.97713067,10,1.0327004,0
5,1,6,262.96372,5.2738061,9,0.99483353,0
5,1,7,89.361251,2.6979691,9,0.95503541,0
5,1,8,62.623889,3.0052558,8,0.91455995,0
5,1,9,96.302339,3.8519512,6,0.87437538,0
5,1,10,8.4305182,1.4506679,5,0.83518199,0
5,1,11,43.125978,4.1920474,5,0.797452,0
5,2,0,179.69779,6.9672464,5,1.0804999,0
5,2,1,37.567566,1.3379048,8,1.076353,0
5,2,2,194.07956,5.4744902,8,1.0641931,0
5,2,3,32.480613,2.1024885,6,1.0448113,0
5,2,4,180.91381,4.1422628,8,1.0193736,0
5,2,5,61.980653,2.1424554,8,0.98924335,0
5,2,6,15.04611,1.5163375,7,0.95580886,0
5,2,7,15.308139,1.6483971,5,0.92035139,0
5,2,8,62.630264,3.3760619,5,0.88396485,0
5,2,9,26.735018,2.3928061,5,0.84752403,0
5,2,10,130.54896,5.5443534,5,0.81168808,0
5,2,11,45.086774,7.7188488,1,0.77692468,0
5,3,0,71.624264,2.6107345,6,1.0015704,0
5,3,1,41.037505,1.5135076,9,0.99826479,0
5,3,2,36.518778,1.8695412,6,0.98854109,0
5,3,3,68.411156,2.5260138,7,0.97294781,0
5,3,4,69.068984,2.3489233,8,0.95230695,0
5,3,5,64.775108,3.1708929,7,0.92760289,0
5,3,6,42.314104,2.2482453,7,0.89986907,0
5,3,7,111.41299,3.9684551,7,0.87009386,0
5,3,8,183.26142,5.9144729,6,0.83915614,0
5,3,9,0.41039414,1.1956244,5,0.80779165,0
5,3,10,99.453114,11.806047,1,0.77658435,0
5,4,0,32.339972,2.2254804,4,0.91542391,0
5,4,1,23.710834,1.4077056,8,0.91289798,0
5,4,2,3.6396726,0.70826264,8,0.90544383,0
5,4,3,160.56307,9.9134837,4,0.89341598,0
5,4,4,36.930146,2.5804882,5,0.87735477,0
5,4,5,78.566366,5.8464514,5,0.85792329,0
5,4,6,15.507148,2.1568678,4,0.8358398,0
5,4,7,31.472292,2.9204511,4,0.81181699,0
5,4,8,31.227076,4.6169905,2,0.78651584,0
5,5,0,0.25347514,2.0034571,1,0.83163314,0
5,5,1,160.11325,10.732794,2,0.8297379,0
5,5,2,25.597501,5.0968002,3,0.824129,0
5,5,3,11.859987,1.8531684,4,0.8150284,0
5,5,4,45.813276,3.8374108,3,0.80277959,0
5,5,5,47.82765,5.1923121,2,0.78781352,0
5,6,6,23.706591,5.1816824,1,0.7084078,0
6,0,0,0.64589224,1.4432816,2,0.9659352,0
6,0,1,109.91054,4.2793174,5,0.96296904,0
6,0,2,20.342969,1.8074775,5,0.95423187,0
6,0,3,1.8797742,1.1654608,5,0.94018391,0
6,0,4,24.996979,2.2126406,4,0.9215198,0
6,0,5,84.435195,6.2459762,2,0.89908001,0
6,0,6,13.21666,2.7417964,2,0.87375859,0
6,0,7,132.01223,9.4564399,2,0.84642401,0
6,0,8,27.248798,10.643327,2,0.81786228,0
6,0,9,12.300017,3.9591063,1,0.78874457,0
6,0,10,9.0133777,4.1979787,1,0.75961548,0
6,1,0,1.6376668,1.0321991,5,0.95353187,0
6,1,1,1.0343195,0.64084553,9,0.95067817,0
6,1,2,8.2538704,1.0535402,8,0.9422684,0
6,1,3,13.950615,2.3250138,7,0.92873481,0
6,1,4,19.250216,2.113901,6,0.91073139,0
6,1,5,11.415332,2.150999,4,0.88905224,0
6,1,6,25.080491,2.7927865,4,0.86454592,0
6,1,7,7.4654691,2.0520342,4,0.83804105,0
6,1,8,9.0206055,2.1080252,4,0.8102922,0
6,1,9,10.453609,3.8744406,1,0.781948,0
6,1,10,-1.3830647,2.5306178,1,0.75353878,0
6,2,0,91.294521,5.2980813,3,0.91900556,0
6,2,1,87.731308,4.485475,5,0.91644995,0
6,2,2,3.983308,1.0760955,6,0.90890917,0
6,2,3,0.64674476,1.077094,5,0.89674454,0
6,2,4,22.650208,2.1513982,5,0.88050639,0
6,2,5,92.668532,4.8617254,4,0.86086942,0
6,2,6,1.7083584,1.3234974,4,0.83856351,0
6,2,7,70.673955,5.4087046,3,0.81431184,0
6,2,8,-2.9557335,2.3192739,1,0.78878399,0
6,2,9,0.11462048,2.422031,1,0.76256625,0
6,3,0,2.4193919,2.9049602,1,0.86895641,0
6,3,1,2.2431998,1.6765515,3,0.86679506,0
6,3,2,44.656928,3.4920913,4,0.86040649,0
6,3,3,1.8527634,1.4735882,4,0.85006576,0
6,3,4,11.620321,3.3391134,4,0.83619569,0
6,3,5,21.608247,3.142688,3,0.81932167,0
6,3,6,16.142931,2.8290816,3,0.80002194,0
6,3,7,39.196089,6.8908586,1,0.77888126,0
6,3,8,9.705728,4.2989496,1,0.75645379,0
6,4,0,-0.60991891,2.3609764,1,0.81089289,0
6,4,1,80.3476,9.7090973,2,0.80913565,0
6,4,2,13.625679,3.3858938,2,0.80393168,0
6,4,3,33.302851,4.8498866,2,0.79547716,0
6,4,4,10.637436,4.0593988,1,0.78407673,0
6,4,5,130.29849,13.136877,1,0.77011463,0
6,4,6,35.091953,7.3031149,1,0.75402181,0
7,0,0,0.40101217,1.5230726,2,0.82794446,1
7,0,1,77.666821,4.3398029,4,0.82607427,0
7,0,2,557.8845,17.829208,3,0.82053885,0
7,0,3,-2.4434343,3.154973,1,0.81155537,0
7,0,4,18.42505,5.3564777,1,0.79946017,0
7,0,5,35.82504,6.7922726,1,0.78467559,0
7,1,0,279.12315,11.716796,3,0.82009364,0
7,1,1,27.760268,2.4288902,5,0.81827604,0
7,1,2,73.36636,3.9241348,5,0.81289489,0
7,1,3,87.883845,10.744514,3,0.8041575,0
7,1,4,146.91762,8.1596596,3,0.7923853,0
7,1,5,35.06524,5.023876,2,0.77798278,0
7,2,0,0.20952898,1.6220487,2,0.79781685,0
7,2,1,39.64329,3.2984549,4,0.79614307,0
7,2,2,10.936352,2.559797,4,0.79118427,0
7,2,3,19.030057,2.8857074,3,0.78312159,0
7,2,4,103.09485,12.066273,1,0.772237,0
7,2,6,26.847101,5.4797744,1,0.74347419,0
7,2,7,73.273233,9.4203147,1,0.7264155,0
7,3,0,6.5605431,5.5249668,2,0.76440984,0
7,3,1,0.0047187806,1.7443837,4,0.76293726,0
7,3,2,127.3063,8.8211946,2,0.75857008,0
7,3,3,29.002515,3.2310765,3,0.75145519,0
7,3,4,5.0123046,5.6245098,2,0.74182248,0
7,3,5,20.913365,5.4446763,1,0.72996516,0
7,3,6,7.9538283,3.8681518,1,0.7162169,0
7,4,1,5.9242936,3.5043451,1,0.72273389,0
7,4,2,6.0427116,3.042768,2,0.71901809,0
8,0,0,19.603569,4.9330224,1,0.7244514,0
8,0,1,8.3586361,3.9927798,1,0.72319753,0
8,1,0,9.5532654,3.6515924,1,0.71917443,0
8,1,1,32.022024,6.3037142,1,0.71794771,0
